debate,time,text,date,mp
Housing Benefit,,"Official housing allowance figures indicate that even if only a third of bedroom tax victims in Wales manage to move to smaller private accommodation, that will mean at least a £17 million increase in the annual housing benefit bill going straight into the pockets of landlords. How many jobs does the Minister reckon could be created with that £17 million?",2013-05-15 00:00:00,Nia Griffith
Petrol Prices,,"Last year, Labour called for commodities such as oil to come under the Financial Conduct Authority’s regulatory net, but Ministers refused to act. Not only are people in rural areas hit by high fuel prices, but many of them rely on oil for heating. What    assurances can the Secretary of State give them that he will now strengthen the OFT and the FCA by giving them the power to deal with commodity price rigging?",2013-05-15 00:00:00,Nia Griffith
Topical Questions,,"Calcium, iron and other nutrients have been added to white flour in this country for over 65 years, and it is very worrying to hear that the Government are considering possibly scrapping that. Does the Secretary of State see that as an important addition to nutrition for families, particularly in hard-pressed times, or simply a regulatory burden that he wants to get rid of?",2013-05-16 00:00:00,Nia Griffith
UK City of Culture 2017,,"Does my hon. Friend agree that Copperopolis, the nickname we give to Swansea, is well supported in its cultural bid by Tinopolis, the name we give Llanelli, which has a tremendous tradition in south Carmarthenshire of cultural and industrial heritage? Its latest venture, the state-of-the-art Furnace theatre and associated venues, offers fantastic opportunities, from the more traditional male voice choirs and Llanelli proms, to avant-garde groups, such as Llanelli Youth Theatre, performing “Tomorrow I’ll Be Happy”. Does he agree that the support from that industrial base in Llanelli, with its bilingual cultural heritage, will add a great deal to Swansea’s bid for cultural city 2017.",2013-05-21 00:00:00,Nia Griffith
EU Council and Woolwich,,"I welcome the pan-European resolve to tackle aggressive tax avoidance, but can the Prime Minister tell us whether on 20 May he used his resolve to challenge Eric Schmidt on Google’s behaviour in that respect?",2013-06-03 00:00:00,Nia Griffith
Housing Benefit (Under-occupancy Penalty),,"If the Minister is so keen for people to receive discretionary payments, can he explain why the Government are taking to court a case in Wiltshire in which a disabled child is unable to share a room with a sibling? Why are they spending money on taking that case to court if they think that money should be given to such families?",2013-02-27 00:00:00,Nia Griffith
Housing Benefit (Under-occupancy Penalty),,"Does the hon. Gentleman accept that some local councils, such as Carmarthenshire county council, kept their whole housing stock in-house and have done an excellent job in renovating section after section of it? He should not be saying that the deciding factor is whether a council decides to keep provision in-house or to give it to another authority to look after. What matters is what is done with that stock.",2013-02-27 00:00:00,Nia Griffith
Housing Benefit (Under-occupancy Penalty),2017-05-01 18:23:00,"In Wales, some 40,000 households will be affected by the under-occupancy penalty or bedroom tax, which is 46% of working-age social housing tenants who receive housing benefit. That is one of the highest percentages of any area in the UK, well above the UK average of 31%, and is due to the nature of the housing stock which is mostly three-bedroom houses. In my county of Carmarthenshire the   housing department has identified 1,341 households that will be hit, 860 of which are in my constituency. At least the department is being proactive and trying to find people and help them, but it is an impossible task. We have heard a good deal today about the range of people who should be regarded as exceptional cases, and I endorse the idea that people such as foster carers and those in specially adapted properties should not be penalised. The fact remains, however, that many people of working age in social housing are vulnerable individuals but do not count among those who will receive discretionary treatment. They have often been allocated social housing because they are in need—because they have, for example, mental health problems. Clearly, the discretionary money falls far short of what will be needed to cover the whole of the shortfall for those in need. Where does that leave us? All hon. Members understand that some households have a spare room. That is simply because the overwhelming majority of council housing and housing association housing is three-bedroomed. In an ideal world, we would free up the three-bedroom properties for families who need them, but that cannot be done overnight. People have sometimes had to accept those homes because they are the only ones available. In recent years, housing associations have built one and two-bedroom properties, and Carmarthenshire county council, my local authority, is building some small bungalows, but they are already in great demand, and there is no way that local authorities can suddenly build enough new properties to accommodate all those who will be affected by the under-occupancy penalty. Many of those who move to the available one and two-bedroom properties are pensioners, who are mercifully exempted from the bedroom tax. The problem, however, is simply that there are not enough one and two-bedroom properties. My hon. Friend the Member for Swansea West (Geraint Davies) spoke of incentives, but even without incentives, many people want to downsize when their children grow up—downsizing means that properties are easier to look after, and people often recognise the social value of giving up their property to a family and moving into a smaller one. However, they cannot do that if there are no properties to move into. Let us look at the reality of what will happen. Let us be clear: people on low incomes just do not have extra money to cover the extra rent. As is explained in the House of Commons briefing, the amount of money that people receive in benefits has never been based exactly on need. There has always been a compromise between need and what could attract political support, but the fact remains that people on benefits live on scarcely enough to cover basic needs. There is already a massive squeeze on household budgets, with relentless price rises for essential items such as food, energy bills and bus fares. Those on the lowest incomes suffer the most, because they have no spare cash and have already cut back on anything that is not essential. Many people will try to stay where they are to avoid disruption to their family and their children’s schooling, or the increased bus fares they would have to pay if they moved away. They will desperately try to pay the additional rent from their meagre budgets. That will mean people turning off heating and cutting back on food, and trying their utmost not to spend anything extra. However,   the chances are that, despite their best efforts to keep their secured council house tenancy, because they value that and realise how difficult life is in the private sector, where they are pushed from pillar to post, they are likely to fall into arrears. That will have a negative impact on council housing and housing association budgets and cash flows, and leave less money for maintenance and new build. Once a family falls into arrears, their problems will spiral. They will be prey to loan sharks as they try to make ends meet. What happens if they are evicted? The council will have to re-house them. They could end up in bed and breakfast or other privately rented property, all of which would be more expensive than the amount saved by imposing a bedroom tax on the extra room in their house. The trouble is that some private accommodation is only temporary—the family will move from pillar to post, with all the educational disruption that that will cause for their children. The private sector has problems, because there is a lot of pressure from young professional couples who do not have the job security or deposit to buy their own homes. They are pushing up prices and taking the more desirable private properties. Another problem is that, although we have passed legislation to license landlords, it is taking a while for local authorities to do so. There is a lot of backlog in driving up standards and decency in private sector homes, which are often sadly lacking. Just one aspect of that problem—letting agents—is being covered by my hon. Friend the Member for Rotherham (Sarah Champion) in the debate in Westminster Hall this afternoon. There is so much to tackle in the private sector to bring it up to standard. If we take into account the cost of administering discretionary payments and the difficulties of trying to share them fairly, when there is clearly not enough money to go around, we realise that it would be far better not to implement the bedroom tax. It would be far better to stimulate growth, get more jobs and more people in work, and therefore increase the tax take. There would then be a chance to get the deficit down. In the meantime, we could use the money from the 4G sell-off to build more homes so we have less of a housing crisis.",2013-02-27 00:00:00,Nia Griffith
Middle East,,2.  What recent steps the Government have taken to improve the prospects for a two-state solution to the conflict between Israel and Palestine.  [145875],2013-03-05 00:00:00,Nia Griffith
Middle East,,"Does the Secretary of State agree that the starting point for negotiations should be the legal status quo—that is, that the whole of the west bank and east Jerusalem, within the 1967 borders, is Palestinian land, as agreed unanimously by the United Nations Security Council in resolution 242—and not the facts on the ground created by illegal settlement building?",2013-03-05 00:00:00,Nia Griffith
Topical Questions,,"T4.   Companies are telling me that with demand at rock bottom and infrastructure projects failing to get away from the starting blocks, they see little incentive for investment in UK industry. When drawing up the Budget, will the Chancellor consider expanding the scope of enhanced capital allowances to cover a broader range of investment, and therefore encourage companies to invest in the UK rather than take their money elsewhere?  [147151]",2013-03-12 00:00:00,Nia Griffith
Fuel Poverty (Wales),2017-05-01 14:52:00,"Thank you very much, Mrs Riordan. The figures for Wales on fuel poverty are very stark indeed because more than a quarter of all households are affected, with a much higher figure in some areas. The housing stock in many areas is fairly old, and we also have a prevalence of coal fires. If people have a coal fire, they need an air flow to keep it going, and consequently we have had many poorly insulated properties. The Welsh Government are doing a good job of trying to remedy the situation through the Arbed and Nest programmes, but the legacy remains, and some homes are very hard to heat and to make energy-efficient. We also have the major problem that a number of homes are not on mains gas, and they are not only isolated farmhouses, but whole villages. That is often the case because those villages were mining areas in which coal was the predominant fuel, meaning that gas was not seen as a priority.",2013-03-19 00:00:00,Nia Griffith
Fuel Poverty (Wales),,"The hon. Gentleman is absolutely right. The November payment is made at exactly the time when solid fuel is at its most expensive, and it would be much better if people had the money earlier so that they could then spend it in preparation for the winter. There is a particular problem for homes that are not on mains gas, because that limits people’s choice of fuel. They might use solid fuel, more electricity, or bottled gas for cooking. More recently, of course, people have been using liquefied petroleum gas, but some areas face a problem because one supplier of LPG gas has a monopoly. I corresponded with Chris Huhne about that matter when he was Secretary of State for Energy and Climate Change, so I hope that the Minister will be able to continue work to examine LPG competition, particularly when people are trapped into continuing with the same supplier because a whole estate is supplied by one supplier, which creates a difficult situation. The major problem involving some of the insulation and energy efficiency programmes is a real slap in the face when that is combined with the cuts to the feed-in tariff that the Government brought in. Housing associations, which house some of the most vulnerable people who are often in fuel poverty, were going to roll out a comprehensive solar panelling programme to lower people’s bills and generate additional cash through the feed-in tariff, which would then enable them to improve yet more homes. Following the cut, those programmes are completely gone, which is a real tragedy for those people who would have benefited. I congratulate the Government on ensuring that cold weather payments keep up with inflation, but Wales rarely experiences seven continuous days with an average temperature of 0º. We are far more likely to see the temperature fluctuate, so the payment is not the answer that we would like to think it is. It is definitely important for emergencies, but it is not something that the Government can be proud of because, at the same time, they have taken £100 off the £400 winter fuel allowance for the over-80s, and £50 off the £250 winter fuel allowance for other pensioners. That has left people over the past two years with an even greater struggle to pay their bills than previously. It is worrying that the Government have not got a grip on energy companies that are letting prices go up and up. They really need to step in and have a far stronger regulator, which is certainly something that Labour would be doing in government. One thing that has distressed me most is the issue of SWALEC—now SSE—which is a large supplier in south Wales. Because many people tend to be loyal to their original company, they have not switched from their supplier, and that particularly applies to people who are perhaps elderly, or not in a position to make price comparisons on  a website. Such people often stick with their original supplier. The supplier has chosen to impose a standing charge of £100 for people’s electricity, and if they also have gas supplied by the company, they do not get a decrease or a discount—they pay another £100 for the privilege. When I took that up with the supplier, saying that it was absolutely outrageous that the standing charge had rocketed to the extent that the poorest families were paying £200 before they used even 1W of electricity or one therm of gas, I received the answer that the practice was encouraged by the regulator, because it would simplify things. However, it is clear that that is a regressive way of charging people, because those who are trying to scrimp and save—such people are often single pensioners, who make a terrific effort, perhaps by heating only one room and being very careful about what they use—are being hit the hardest. I am cynical about the motives behind the charge, and one reason why is that I am aware that energy companies know that politicians are trying to suggest that they might offer the lowest tariff to the most vulnerable customers. If the lowest tariff is upped, a buffer is created against politicians doing that. Additionally, bills go up every time energy prices rise. Again, as politicians, we would like to see energy companies decreasing their charges when prices fall, but of course a standing charge will not be decreased. It seems to me that that is an extremely sly ploy to fix a price that will not be hit by the whim of politicians and that will escape such scrutiny. If that is what the regulator is recommending, I ask the Minister to have a serious discussion with it about whether that is the best way forward. I have singled out one company, because it is one in Wales whose actions hit a lot of my constituents.",2013-03-19 00:00:00,Nia Griffith
Fuel Poverty (Wales),,"That is a real inversion of priorities. Many other companies are carrying out that practice. In fact, there are few that offer tariffs that do not involve a fixed standing charge. However, the one to which I am referring is particularly obnoxious, because a high proportion of the money that a low-income family ends up paying goes on just the standing charge.",2013-03-19 00:00:00,Nia Griffith
Fuel Poverty (Wales),,"I expect that the hon. Gentleman will answer his own question when he has the chance to speak later, but it is certainly not something that I am going to deal with now. I want to get back to the families I have been dealing with and the people I see from day to day. I ask the Minister to examine very carefully the ways in which energy companies set their bills and to consider whether there is any way in which he can alleviate some of the desperate fuel poverty that we are seeing in our communities.",2013-03-19 00:00:00,Nia Griffith
Fuel Poverty (Wales),,"Will the hon. Gentleman accept that in areas such as mine, where we have the Loughor estuary, which is famous for its cockles, the sort of drilling and exploration to which he refers could have devastating effects, both in terms of flooding along the coast and on the industry itself, because of the disturbance of the wildlife?",2013-03-19 00:00:00,Nia Griffith
Fuel Poverty (Wales),,"Does my hon. Friend share the very real concerns about the green deal? Even for better-off consumers, it does not provide a very attractive deal, and it does absolutely nothing for those who struggle to make ends meet.",2013-03-19 00:00:00,Nia Griffith
Police Community Support Officers,,"Does the Minister agree that being confronted by someone who has powers and then finding that someone in a similar uniform does not have powers elsewhere is confusing for motorists? That could lead to unpleasant situations with motorists being unnecessarily rude. There is no excuse for rudeness, but it will be more confusing. People should never do the wrong thing in the first place, but we do not want to set up confrontation.",2013-03-19 00:00:00,Nia Griffith
Energy Intensive Industries,,"Does my hon. Friend recognise that many energy-intensive industries are keen to make significant investment, which will result in energy efficiency, but are hampered because the enhanced capital allowance system is not broad enough to encompass much of that investment and a lot of it is not eligible? Will he therefore join me in calling on the Government to re-examine this area to see whether they could expand the scope of enhanced capital allowances?",2013-03-25 00:00:00,Nia Griffith
Munitions Workers,2017-05-01 10:01:00,"I speak as a member of the all-party group on recognition of munitions workers, which aims to obtain recognition for the many thousands of such workers, mostly women, who did dirty, smelly and dangerous work in munitions factories. I endorse all the comments made by my hon. Friend the Member for Stoke-on-Trent South (Robert Flello), who described the bravery of the women and men of the munitions factories. I am grateful to my constituent Mr Les George, who has undertaken research into the local Royal Ordnance Factory at Pembrey in my constituency. He became interested because his mother had been a munitions worker there and narrowly escaped from explosions, the memories of which remained with her for life. Our parliamentary group has looked at some form of medal or veterans badge for munitions workers, like those for the Bevin boys or land-girls. In April, we will launch our fundraising campaign in Parliament for a permanent memorial to munitions workers in the national memorial arboretum in Staffordshire. Mr George has prepared information for display on the former site of ROF Pembrey, and we hope that the county council will support recognition of the role of local people in the munitions factory. The research has not been easy because of the secretive nature of such factories. Pembrey has a long history of manufacturing explosives: a powder works was established on the Pembrey Burrows as far back as the 1800s, and was known as the New Explosive Company of Stowmarket. Detonators, fuses and other explosives were produced on the site, which covered an area of some 150 acres, stretching along the Pembrey coastline. The factory employed almost 80 people, including young boys and girls. As the work was highly dangerous, employees were paid by piece work that enabled them to earn between 2 shillings and sixpence and 3 shillings a day. At the time, that was comparatively good pay, so there was a local shortage of people wanting to be domestic servants. The industry was not without its dangers. A minor explosion occurred at the Pembrey Burrows site on 11 November 1882, but fortunately no one was injured. It prompted Sir John Jenkins, my predecessor as MP for the area, to ask a parliamentary question on Thursday 16 November, because the sheds apparently held well over the legal limit of 150 tons of material authorised under the terms and conditions of the company’s explosives licence. He asked the Secretary of State: “If he is aware of the fact that about 300 tons of dynamite is stored in one room at Bury Port…within a comparatively short distance of the shipping…and of large works where hundreds of workmen are employed…?” —[ Official Report , 16 November 1882; Vol. 274, c. 1533-34.] Sadly, the following day there was a large explosion, causing the tragic loss of life of seven young workers—three males and four females, ranging in age from just 13 to 24. The noise of the explosion was so great that it was heard as far away as Pembrokeshire. In 1886, the New Explosive Company of Stowmarket was taken over by the Nobel Explosives Company of Glasgow, which was owned by Alfred Nobel—the same man who, when he died, left most of his wealth in trust to fund several awards, one of which we know today as the Nobel peace prize. In 1914, with war looming in Europe, the then Secretary of State ordered and approved the construction of a new plant at Pembrey, with the Government bearing the full cost. It was agreed that the Nobel Explosives Company would be retained as administrative agents of the plant and that the 750-acre site would remain Government property after the war. The Pembrey plant was one of the first of more than 200 purpose-built TNT and propellant-manufacturing factories in the UK during world war one. As the second world war approached, work started in July 1938 to build a new factory on the Pembrey site, with the Ministry of Works acting as agents. It opened in December 1939 under the control of the Ministry of Supply, as one of several explosives Royal Ordnance Factories making TNT. Unlike other factories, ROF Pembrey also made tetryl and ammonium nitrate. Production of explosives began in December 1939 and reached its peak in 1942, producing 700 tons of TNT, 1,000 tons of ammonium nitrate and 40 tons of tetryl each week. There was a complex arrangement of buildings, spread out over the 750-acre site and set among the sand hills. The magazines were carefully housed around the plant and were well camouflaged to avoid detection in case of possible air raid or sabotage. The site was self-contained, having its own water plant and a power station for electricity. In addition, the administrative buildings, canteen, doctors’ surgery, laundry, police barracks, library and other offices were grouped together at the main site. We can see how big it was. As my hon. Friend pointed out, these factories were under constant threat of attack. Indeed, shortly after midday on Tuesday 10 July 1940, a single German bomber plane made a sneak attack on the factory and dropped about nine bombs just inside the main entrance gates. Tragically, 10 workers were killed outright or died later of their injuries, and others were injured, some severely. Serious though the bombing was, had it been a little later the casualties would have been much greater, as many men and women would have been on their way to the canteen for their lunch break. Production continued at a much reduced scale after the war, except for a sharp upturn in the early 1950s, during the Korean war. One of the main functions of the site after the war was to break down large quantities of superfluous or obsolete ammunition. The TNT was melted out of the shells by jets of hot water, and taken to solidify on isolated stretches of sand, where it burned off. The bright glowing flames of burning cordite lit up the night sky, and could be seen for miles around; it was quite spectacular. Workers in the explosive process units were easily recognised in the area because, as has already been pointed out, the skin of their exposed face and hands was tainted yellow. A stream running from the Royal Ordnance Factory and joining the sea on the west side of Pembrey was reddish in colour, as it had been tinted by the TNT from the factory. That was more noticeable at low tide—it was known locally as the “red river”—and,   as the water was always warmer than the sea, locals regularly enjoyed swimming there during the summer months. The Royal Ordnance factory is now closed and there is a country park on the site, which is on a spectacular piece of coastline. Although I am delighted that munitions workers were represented at the Cenotaph last year, we very much hope that, in the national memorial arboretum, in a medal for the individuals who are still alive, and in something in Pembrey, we will have a permanent memorial to the work done by munitions workers.",2013-03-26 00:00:00,Nia Griffith
Energy Generation,2017-05-01 17:43:00,"I congratulate the hon. Member for St Ives (Andrew George) on securing this debate. When we served on the Joint Committee on the draft Climate Change Bill, we heard from manufacturers how much they wanted certainty. They said, “Well, whatever you decide, whatever you do, certainty is what we want. We want to have that message. We want to know exactly what we are doing.” The decarbonisation of the power sector is vital, not only in its own right but as a contribution to decarbonisation in other sectors, such as transport, industry and buildings. If we delay setting decarbonisation targets, that will lead to an increased reliance on gas. We can all understand why we had North sea gas and why we then imported gas to take over from North sea gas, but can anybody understand why a country would wish to rely so much on imported gas now? First, importing gas contributes to greenhouse gases and the speeding-up of climate change, but secondly, following the oil crisis in the ’70s, surely we must understand the volatility of oil prices and, linked to them, gas prices. In addition, there is increased world demand and the volatility of some nations that supply gas to us. Furthermore, the versatility of gas means that when we do have it there are things that we should be using it for, such as piping it directly to industry or homes. As for shale gas, it is highly controversial in a densely populated country such as our own, and costs will certainly escalate before it can be extracted, not to mention the carbon footprint that its extraction will leave behind. However, tacitly encouraging—",2013-04-17 00:00:00,Nia Griffith
Atos Work Capability Assessments,,"Does my hon. Friend share my utter despair at the sheer amount of money that is wasted on calling in people whose well-documented histories clearly show that they suffer from conditions which, sadly, will not improve in any way, rather than being spent on trying to find ways of helping those who are in a better position to go back to work?",2013-01-17 00:00:00,Nia Griffith
Under-occupancy Penalty (Wales),,"Does my hon. Friend not think that realistically many families are going to fall behind with their rent, with the result that they will find themselves moved into smaller properties or, at the end of the day, homeless? What does she think that our local authorities can possibly do with their limited resources to deal with a sea of people who will have nowhere to go?",2013-01-22 00:00:00,Nia Griffith
RSPCA (Prosecutions),,"I should like to say, as a member of the Committee that considered the Animal Welfare Bill in 2006, that when we make legislation we want it to be enforced. Does the hon. Lady agree that there is no point designing legislation and ensuring that it is workable and enforceable if it is not enforced?",2013-01-29 00:00:00,Nia Griffith
Succession to the Crown Bill,2017-05-01 16:10:00,"I rise to speak briefly in this debate. I very much welcome the provision in the Bill that will mean that a younger brother will no longer be preferred to an older sister in the succession to the Crown. It is long overdue. It is an important step on the long and tortuous trek to greater equality of opportunity between men and women in our society. It is a reminder that, in modernising the centuries of tradition, custom and practice that we have all absorbed as part of our upbringing, we need to look at all aspects of our lives and our society in order to develop a society that affords greater equality between men and women. It is easy to forget, because Her Gracious Majesty has had such a long and successful reign, that had she had brothers, she would not have become Queen unless they and their children had passed away before her. It is welcome that women and men will now be treated equally in the succession to the throne. It gets rid of one more prejudice and sets a good example. I welcome the clause that allows a potential heir to marry a Roman Catholic without losing the right to succeed to the throne, because that removes a particular religious prejudice. As has been pointed out, marriage to people of other faiths does not disqualify someone   from succeeding to the throne. However, the clause raises a question about the religion of any children of that marriage. Whatever religion they are brought up in, and regardless of whether they have any deeply held religious beliefs, they have to become a member of the Church of England in order to remain in line to the throne. Is that a reasonable requirement? Does it not mean that people will simply pay lip service to religion? Is it reasonable for the monarch, our Head of State, to be obliged to be a defender of the faith and to have a specific role in the Church of England? We would not have to worry about whether potential heirs to the throne were brought up in any particular faith, or indeed no faith, if we did not expect the monarch to be an adherent of one particular faith. We all know the historic reasons for that situation and why the Head of State is expected to be an Anglican, but we now live in very different times. We live in a society in which there are many different religious views. In the UK today, apart from the centuries-old Church of England and the Roman Catholic Church, we have a non-conformist tradition that is hundreds of years old. We have people of many other faiths and many people who do not have a faith at all. The Church of England is not the established Church of the whole United Kingdom. In response to the rise of non-conformists in Wales, the Church in Wales was disestablished in 1920, and there has not been an established Church in Northern Ireland since 1871. The clause is a missed opportunity. It misses the opportunity to decouple the role of monarch from a specific role in the Church of England, which will continue to prevent anyone of any other faith or none from succeeding to the throne. It seems to me that we cannot legislate for someone’s faith. If someone has a faith, they have a faith, and if they do not, they do not, but if someone is expected to take on the role of monarch, we are putting them in a situation in which they will have to pay lip service to a faith, possibly one in which they do not believe, making a mockery of those who have a true faith. I completely fail to understand the clause about the six persons next in line to the throne requiring the monarch’s consent to marriage. Having had so much equality legislation, we are now legislating for someone to be prejudiced, whether on a personal basis or for any reason, out of jealousy or spite. The clause seems to make absolutely no sense. Yes, we very much welcome the opportunity for an elder sister to be preferred over her younger brother in the succession to the throne, but I have serious questions about other clauses and the opportunities that could have been taken to do things better.",2013-01-22 00:00:00,Nia Griffith
Europe,,"Does the hon. Gentleman not agree that, like the Welsh Agriculture Minister Alun Davies, we should be in there at the heart of the negotiations? If we are to get a proper deal on the CAP, we should be seen not as the country that is trying to leap out of the Union, but as a country at the heart of the negotiations.",2013-01-30 00:00:00,Nia Griffith
Europe,2017-05-01 18:10:00,"Business needs certainty. What business wants to know is, “Where are we going to be in the next 10 years?” It does not need a situation where it does not know whether we will be in or out of the Common Market or European Union. In Wales we depend heavily on foreign direct investment. We want to be part of the European Union that allows us to be a country where goods can be manufactured and then exported to the European Union. We forget how very complicated it was before the days of the Common Market. We forget the number of bilateral trade agreements that were necessary and the number of different safety standards. We take it for granted that we now have common standards and free trade, and we lose that at our peril. Instead of investing in my constituency and neighbouring constituencies, firms such as Tata Steel will say, “Well, we’ve already got a plant in IJmuiden in the Netherlands. We know that that will stay securely in the European Union. If we make further investment, that is where we’re going to put our money.” That is a very real risk for people working in the steel industry, the car components industry and in the many other industries whose products are exported to other countries in Europe. Of course we want reform of agricultural policy. Our Agriculture Minister in the Welsh Assembly Government, Alun Davies, is discussing common agricultural policy reform at the heart of Europe, and also consulting Welsh farmers so that we get the right sort of reforms.   On consumer protection, yes, we want to move forward together. Consumer protection and employment legislation are two sides of the same coin. As well as protecting the worker, such measures protect investment in this country because we are competing on a more level playing field if we expect the same standards of rights, pensions, welfare and so forth to apply to workers in the countries with which we may be competing. We in the Labour party delivered devolution to Scotland and Wales. There will always be a discussion about the level at which certain decisions are best made, but we forget at our peril the important decisions made at European level in respect of issues such as the pollution of rivers and acid rain. Borders are not respected by the elements and we have to get it right for all of us. The same applies to the emissions trading scheme. Again, it is about creating a level playing field so that businesses and industries can compete on the same terms. When we look forward to where we are going to be by 2017, we seem to be looking at a huge Pandora’s box, and we do not know where the Prime Minister is leading us. Instead of showing real commitment to Europe, he is showing a lack of commitment. Unfortunately, instead of such commitment being a bargaining tool, some of the countries of Europe might be quite pleased to see us go. One of the big problems is that we do not know what the referendum will be about—whether it will be about the Common Market, the state that we were in pre-Maastricht or pre-Lisbon, or something else. That is the uncertainty that business does not like to operate in. We would like a much clearer commitment from the Government to a proper pro-European policy and to getting the very best for the country from our membership of the European Union. Of course there must be accountability and scrutiny. We will always be able to say, “That could have been done better,” or “Money could have been spent more wisely,” but that is the same at every level of government. We should be at the heart of Europe, fighting for our cause.",2013-01-30 00:00:00,Nia Griffith
S4C,,"Has not S4C, in commissioning companies throughout Wales, been extremely important in offering opportunities in cultural jobs in the whole of Wales and not only in Cardiff?",2013-01-31 00:00:00,Nia Griffith
Europe,,"Do I understand from what the hon. Gentleman says that he is very much in favour of a common market and economic union, but has reservations about other aspects? What sort of referendum is he therefore suggesting? Should we have an in/out referendum, or is he suggesting that any question would have to be worded differently and address whether people wanted to stay in one thing but not another?",2013-01-30 00:00:00,Nia Griffith
S4C,2017-05-01 15:17:00,"Thank you, Sir Alan, for the way in which you have managed to fit us all into the debate, despite the difficulties. First, I congratulate the hon. Member for Vale of Glamorgan (Alun Cairns) on his part in securing the debate. I thank the Backbench Business Committee for according us this opportunity to celebrate 30 years of S4C. The debate comes at an important time for S4C, given that we had the announcement only yesterday that the BBC Trust and the S4C Authority have agreed the operating agreement that will govern the future funding and accountability arrangements between S4C   and the BBC from April 2013. From then on, the majority of S4C’s public income will be provided by the BBC from the licence fee. We have heard slightly different versions from both sides of the Chamber of the history of S4C and how the channel came about. The important thing, however, is that it now has support on both sides of the House. I pay tribute to Gwynfor Evans for his work and his determined stance. He is best known for his threat to go on hunger strike, but he did a lot of work before that. I should particularly mention the intervention of the so-called three wise men: Syr Goronwy Daniel, the former principal of the university of Wales in Aberystwyth; the former Archbishop of Wales, Gwilym Williams; and Cledwyn Hughes, the former leader of the Labour peers in the House of Lords. They intervened to try to prevail on the then Prime Minister to change her mind. So it was that Sir Goronwy Daniel became the first chairman of the new channel, and Owen Edwards was appointed chief executive. It may interest hon. Members to know that S4C first broadcast on 1 November, before the new Channel 4, which broadcast on 2 November, in 1982. To start with, the agreement was for 22 hours a week of broadcasting, for a trial period of three years. That seems a long way in the past, but that is how it was then. What a difference that is from the 7 am to midnight service that we enjoy today. It is not always fully understood that S4C is a commissioning body. In other words it has a finance, contracts and legal department, and a commissioning arm. It has been responsible for commissioning programmes from independent companies across Wales. There was an agreement from the beginning with the BBC to provide 10 hours of programmes per week, but apart from that the output is commissioned by S4C from independent companies. The growth in output from the original 22 hours a week to the current daily coverage, from early in the morning to late at night, has led to a flourishing Welsh-language media sector in Wales, with independent companies across Wales employing some 2,000 people. That has been important not only in providing much needed quality jobs in Wales and a range of Welsh media work experience and apprenticeship opportunities for young people; it has given people in Wales pride in the language and an opportunity to show what we can do. Companies such as Tinopolis in my constituency compete internationally. Of course, there is a knock-on effect into the local economy. More than 100 regular employees come into the centre of Llanelli to work in Tinopolis, not to mention the many guests who come to stay there to work with the company, who increase footfall in the local shops and businesses. That is a real boost to the local economy and I believe that such decentralisation, and the way independent companies have been able to work across Wales, has been important for many communities. It has given them pride that their company takes part in something as big and important as S4C, and has provided job opportunities, and skills opportunities for young people. Hon. Members from both sides of the House have mentioned funding cuts, and particularly the worrying cuts from the DCMS budget. I hope that the Minister hears that, and I will not go through the figures again. However, the impact of the cut in S4C’s programming   budget, from £85 million to £65 million, is already apparent. Jobs, and opportunities for young people, are already being lost. As a language teacher, I am particularly aware of the huge importance of S4C in fostering the use of the Welsh language. People choose to use one language or another in different circumstances for complex reasons, but S4C has had a significant role in encouraging and facilitating the use of the Welsh language and in helping people to feel confident, and to find it natural to use it. One problem is that pupils may be attending, or have recently attended, Welsh-medium or bilingual schools, but once they are outside the school the world around them is often dominated by English. That is not just because English is the main language of 80% of the people who live in Wales, nor just because of the influence of our neighbour, England; it is also because English is a worldwide language, used for communication between people of many different tongues, and it has a dominant place in popular culture. S4C has been vital in helping to foster use of the Welsh language in the past 30 years. One of its great challenges has been to be everything to everyone, from soap opera to highbrow. We all have certain registers of language, but S4C programmes help us to extend them, whether in current affairs and new vocabulary, documentaries, popular comedy series or soap operas. We are exposed to registers that we might not naturally use. We are exposed to different regional accents so that we become less insular and more aware of how people say things in the north or south of Wales. We are better able to communicate as a nation; S4C has done a lot to help with that. Fifty per cent. of Welsh speakers come from homes that are not solely Welsh-speaking, so even people who are not surrounded at home by speakers of the same language have opportunities to continue to hear, use, repeat and be aware of the language. Subtitles are vital for helping people who are less confident. When I talk about learners I do not mean just people who arrived in Wales and began learning the language yesterday. Most of us in Wales are learners in one way or another. We all feel less confident about some areas of our language than others. We all have the opportunity, through different types of programme, to increase our fluency and understanding. The range of children’s programmes is fantastic, and the introduction of the new “Ti, fi a Cyw”, to help parents who are not Welsh speakers to learn alongside their children who watch the programme, is important. There are also things such as “Stwnsh”, for older children. It is important, particularly for teenagers, that Welsh TV is not seen just as the language of mam-gu—just the hymn singing and the countryside programmes, which perhaps do not appeal to the younger, teenage audience. It is important for things to be brought up to date. Sport has been crucial to that, because if people want to watch a programme for its own value, they will want to understand it. Tribute has also been paid, of course, to high-quality productions such as “Hedd Wyn” and “Solomon a Gaenor”.",2013-01-31 00:00:00,Nia Griffith
