date,text,mp,debate,time
2014-01-08 00:00:00,"On the acceptability of reconfiguration, we should never forget that many communities in London have a strong emotional attachment to a hospital that could have been in existence in some shape or form since the middle ages. That is why reconfiguration must go forward carefully and on a purely medical basis if it is to succeed in London.",Diane Abbott,Health Care (London),
2013-04-10 00:00:00,"I am very glad to have an opportunity to speak in this historic debate. It would be wrong not to pay tribute to Britain’s first woman Prime Minister. I entered Parliament in 1987, when Mrs Thatcher was still Prime Minister in all her pomp and glory, and it is fair to say that she was a remarkable parliamentary phenomenon. She believed in Parliament as the cockpit of political debate, in a way that is perhaps not fashionable today, and she was often the leading lady—whether we agreed with her or not—in some of Parliament’s most momentous occasions. The House will not be surprised to hear that I did not agree with many of the things for which she stood. However, I rose this afternoon not to challenge her beliefs, but to remind the House very gently that, even after all the years that have passed since she stood down as leader of her party, there are still millions of people who felt themselves to be on the wrong side of the   titanic battles that she fought. Whether they are people who felt that the poll tax had been imposed on them wrongly, whether they are young people who were caught up in the difficult relationships between police and communities in our inner cities, whether they are people who were dismayed by her unwillingness to impose economic sanctions on South Africa and by her insistence on calling the African National Congress a terrorist organisation, or whether they are people—and I mean communities—who were caught up in the miners’ strike, there are still people living today who felt themselves to be on the wrong side of those titanic struggles, and the House should not make it appear that their voice cannot be heard. Many Members from mining communities are present today, and they will have their say, but let me quote from another Conservative leader, Harold Macmillan. In his first speech in the House of Lords as Lord Stockton, he said: “Although…I cannot interfere…it breaks my heart to see what is happening in our country today. A terrible strike is being carried on by the best men in the world. They beat the Kaiser’s army and they beat Hitler’s army. They never gave in.” —[ Official Report, House of Lords,  13 November 1984; Vol. 457, c. 240.] Whatever the rights and wrongs of the titanic political struggles that she fought—Conservative Members have spoken about them at length—let us remember that in their hearts some of those communities never gave in and deserve to have a voice in the House this afternoon. I am happy to pay tribute to her historic significance and her historic role, and I know that history is written by victors, but those of us who came of age in the Thatcher era know that there was another side to the glories that Government Members have spoken about.",Diane Abbott,Tributes to Baroness Thatcher,2017-05-01 16:26:00
2012-11-20 00:00:00,"The Minister may think that I sound a little harsh about the lords of poverty, but she needs to hear a rising class of intellectuals in Africa, the Caribbean and the far east talking about those same people. They are more than harsh; they are scathing. They query the value of aid altogether. If the Minister is concerned about my tone, she needs, on her travels abroad, to meet some of those rising young intellectuals and hear their critique.",Diane Abbott,Overseas Aid (UK-based Consultants),
2012-10-30 00:00:00,"I want to raise two specific points. Opposition Members are concerned that the concept of “Any person” in clause 1 is too broad, because it appears to legalise approvals by anybody. Why does the clause not refer specifically to North-East, Yorkshire and the Humber, West Midlands and East Midlands? Secondly, where is the provision for the doctors who have been approved by a trust according to what we now understand was a defective process to be re-approved by the correct process? As the clause stands, it seems—I am happy to be put right on this—that doctors approved previously by the trust will be able to continue to section patients without re-approval under the correct process.",Diane Abbott,Mental Health (Approval Functions) Bill,
2012-10-30 00:00:00,,Diane Abbott,Mental Health (Approval Functions) Bill,
2012-10-30 00:00:00,"The Opposition have listened with great care to what the Minister has said. He has made a point of saying that his advice suggests that the Bill is the best way to deal with the situation. We argue that it is perhaps the most convenient way, but we know that the parliamentary draftsman has been under huge pressure to produce the Bill, and this would not be the first time that parliamentary draftsmen have come up with a form of words that is in some way defective. I repeat our concern about the broad nature of the clause, which states that “any person” who “has done anything” is to be “treated for all purposes”.",Diane Abbott,Mental Health (Approval Functions) Bill,
2012-10-30 00:00:00,"We have listened to what the Secretary of State and the Minister have said. We remain concerned about the broad nature of the clause, but we rest our case. Question put and agreed  to . Clause 1 accordingly ordered to stand part of the  Bill . Clause 2 ordered to stand part of the  Bill . The Deputy Speaker resumed the  Chair . Bill reported, without amendment. Third Reading",Diane Abbott,Mental Health (Approval Functions) Bill,
2012-10-31 00:00:00,"I have to make progress. The Royal College of Obstetricians and Gynaecologists and the Faculty of Sexual and Reproductive Healthcare support that position. There is no medical and scientific case for the position that some Government Members are trying to prosecute. Everyone is entitled to their ethical and religious views on this issue. For Labour Members, abortion has traditionally been a conscience matter, and I respect other people’s consciences on this issue. However, it is not right to denigrate doctors, scientists, nurses and other medical practitioners. It is not right to say, as some hon. Members have said, that the royal colleges are saying these things because they make their money out of abortions. It is not right to denigrate medical practitioners. It is not right to talk about women being coerced into having abortions. It ought to be possible to have a serious argument about the ethical issues without denigrating nurses, doctors and other medical practitioners who have devoted their lives to the reproductive welfare of women. The question of Northern Ireland has come up. The issues in relation to Northern Ireland are entirely a matter for the people of Northern Ireland, but let me just say this. I congratulate Marie Stopes on opening the clinic in Belfast. I want to give my personal support to brave women, such as Dawn Purvis, who have campaigned on this issue. I give my personal support to those women in Northern Ireland who continue to believe that it cannot be right that women in one part of the British isles do not have the human rights that other women in the Union have.",Diane Abbott,Induced Abortion,
2012-11-20 00:00:00,"My hon. Friend makes a good point. The world as a whole would benefit if it were fairer and if the energies and talents of more people in third-world countries were directed into education, science and entrepreneurship. Tragically, in some cases, they are being directed into piracy and the drug trade. This country has a proud record on aid, both in personal donations by the British public and in successive British Governments’ commitment to aid. It is a known fact that the British public are among the most generous in the world when it comes to donating as individuals to disaster emergency appeals. It is also a fact that under different Governments—I want to be fair—we in this country have been fortunate to have some extraordinarily committed and charismatic Ministers for international development and aid. I am probably one of the few people in the Chamber who remembers Lynda Chalker, but anyone concerned with the future of Africa gives   her a huge amount of credit for being prepared in both good and bad days to fight the corner for the importance of aid and of work with Africa. She played a crucial role in international development when I first entered the House. There was also my colleague, Clare Short, of whom even her enemies would say that her finest hours were spent as Secretary of State for International Development. She did a huge amount, with an increased budget, to drive the Department forward. Nobody can deny her commitment and her energy. Members from both parties have done a huge amount, often in adverse political situations within their parties, to drive forward the international development agenda. I believe that when it is presented to the British public in the right way, they feel a lot of support for a properly deployed aid budget that genuinely benefits the people. The British public have shown in their response to disaster appeals that they want to help. We in this country have a proud record on aid and international development. I welcome the fact that this Government have been prepared to stick to the UN targets for aid and to ring-fence the budget, but in recent years—I am not suggesting that the process began in 2010—more and more aid has been diverted to management consultants at the expense of practical projects that might be of benefit to some of the poorest people in the world. I draw the House’s attention to a small British charity called Operation WellFound. WellFound requested £250,000—not much, as aid budgets go—to build wells and latrines for 60,000 people in Burkina Faso, one of the most impoverished nations on earth. WellFound put in a bid for funding to DFID, which then referred it to an organisation called Triple Line Consulting, a London-based company that advises on overseas aid, which examined it in detail. I will return to Triple Line Consulting. The application for just £250,000 was rejected in August. WellFound—a tiny charity, but it does tremendous work—got an e-mail giving three reasons why it would not get the money. First, the bid was not considered sufficiently innovative. Digging wells may not be new, but there are millions of people all over the world for whom access to clean water is vital. One would think that the consultancy would have appreciated that. Just because something is not new does not mean that it is not relevant and important.",Diane Abbott,Overseas Aid (UK-based Consultants),
2012-10-31 00:00:00,"We have heard the concerns about high levels of abortions and repeat abortions. Let me say from the Opposition side of the Chamber that we all share those concerns. Every abortion is a tragedy. I think that we would all in this Chamber want levels of   abortions to come down, but we do not fairly bring down levels of abortions by restricting women’s right to choose. As the royal colleges have pointed out, the way to bring down levels of abortions is to recognise that abortions are largely about unintended pregnancy. What is needed is better work on access to contraception and better sexual health education in schools, and, if I may say so—this is a personal view—more needs to be done to fight the objectification and sexualisation of women in society. Of course we want to bring down abortion levels and levels of unintended pregnancy, but that is done through working in schools and working with young women, through sexual health care, and by fighting, as I said, the sexualisation of women, of which we see far too much. As I said, of course we respect people’s consciences on this issue, but we do not want, and there is no evidence that British women want, the importing of the American politicisation of abortion to this country. We have only to look across the Atlantic to see politicians trying to outbid one another in the ferocity of their opposition to women’s right to choose, to see the attacks on doctors who work in these clinics, and to see candidates for office claiming that abortion as a consequence of women being raped is not an issue because there are things about a woman’s body that kick in and prevent her from getting pregnant as a result of rape—American politicians revealing their complete ignorance of women’s reproductive health. Sadly, that is inching into this country. There are prayer vigils outside abortion clinics. There are leaflets claiming that abortion leads to breast cancer and infertility. There is work on college campuses. British women do not want to go down the route of politicians seeking to gain a political edge by sensationalising and politicising the issue of abortion. Let us rest on the medical evidence. The hon. Member for Mid Bedfordshire said that the 1967 Act was a joke. I say to her that the 1967 Act was not a joke; it was a huge advance for the lives of women in this country. She talked about women marching in leafy suburbs. I have opportunities in my lifetime that my grandmother could never have dreamt of, and she was not brought up in a leafy suburb. As a result of political, social and educational advances, there are opportunities for women in my generation that our grandmothers could never have dreamt of, and the bedrock of those advances is women’s control of their own bodies and their reproductive health. I am happy to debate this as often as Members want to bring it forward, but the debate must rest on the evidence, and we should debate the subject without denigrating our medical profession, and with respect for often very vulnerable women who have to make a difficult decision and do not welcome politicians sensationalising and politicising.",Diane Abbott,Induced Abortion,
2012-11-20 00:00:00,"I want to draw the House’s attention to the growing phenomenon of wealthy UK-based management consultancies creaming off millions of pounds from the aid budget. We are seeing—the process has accelerated in recent years—the emergence of lords of poverty. People are building fat businesses and paying themselves fat salaries creamed from the budget of the Department for International Development. Lords of poverty, hardship tycoons, pinstriped famine magnates: whatever we call them, the phenomenon is growing, and I think the British public would deprecate it. Let me say from the beginning that I support Britain’s commitment to raise its aid budget to UN levels. I congratulate the Government on their willingness to ring-fence their aid budget. We are talking about some of the poorest people in the world. Those who would cut our aid budget are not just wrong; they are not considering how, in the 21st century, we are all our brothers’ keepers. For a fraction of Britain’s gross domestic product, why would we not take steps through aid and trade to promote stability in other parts of the world? It is not just about standards of living, happiness and health; it is also fundamentally about global stability, and I believe that an aid budget, correctly used, has a big role to play in that. Aid is not just about a glow of virtue for western Governments and taxpayers; it is about building a world that is safe for all of us. This month’s insurrection in the horn of Africa is next month’s terrorist attack in western Europe.",Diane Abbott,Overseas Aid (UK-based Consultants),
2012-11-20 00:00:00,"I am grateful to my hon. Friend for that point, which I was coming to. I am concerned about aid as a British parliamentarian, on behalf of the British taxpayer, and as someone with an interest in global realities and the important role that aid can play in creating global stability, and as one who one wants to help the poorest people in the world. I am also concerned about aid because, having personal contacts in some of the countries where it is dished out, I know that it causes huge frustration to see UK-based consultants flying out for a week or a month, staying in four-star hotels, going around in 4x4 vehicles, sending a few e-mails, writing reports that simply regurgitate known facts and then flying back to the UK, when there are local people who have a better understanding of the conditions. Whether it is in Afghanistan, west Africa, the Caribbean or the horn of Africa, local people could do those jobs just as well. Furthermore, as my hon. Friend pointed out, if we employ locally based consultants, first, we help to build the knowledge base and infrastructure of those countries and, secondly, we pump money into their economies. If the only hope that people in third-world countries have when faced with those bloated UK consultancies is to get a job as a driver, a cook or a nanny, and if in the 21st century we are not prepared to start to shift funding to the skills and talent that we know exist in some of those countries, it is no wonder that the question of aid has become a talking point not only in the UK—often among people who are opposed to the principle of aid in the first place—but in Africa. How much good has that aid really done? Part of the reason people query   how much aid we give to Africa and the third world—we can all see the statistics—is that they see that the money is paid to UK-based consultants and has a minimum practical effect in the local economies. To return to the lords of poverty, there are dozens of staff in UK-based development consultancies—substantially funded by DFID—who pay themselves six-figure salaries. At Hertfordshire-based HTSPE, which got a third of its turnover from DFID last year, the highest paid director is on £144,000. The company earned £12.1 million in 2010-11 and is currently involved in the Department’s numerous programmes. GRM International received large sums of money from DFID but managed to pay only £47,000 in tax in Britain last year—possibly a debate for another time. GRM International was bought out by managers in 2009 and has since merged with another aid giant, Futures Group, and secured massive contracts from the US and Australian Governments. The firm was paid £67.7 million in management consultancy fees for aid delivery to the poorest communities in Zimbabwe in August 2011. Last year, the highest-paid director in Oxford Policy Management, which runs the DFID oil sector transparency initiative—I wonder if they have heard about that in the Nigerian delta—and several other programmes, earned £125,000, up 25% in a year. No one says that people working for such companies should not get a living wage, to coin a phrase, or competitive rates. If we look at the absolute poverty in the countries that they are working in and recognise the possible effect on local economies if we were more willing to give money to local consultants, however, we have to query such massive salaries, profits and turnover, from DFID expenditure and with no real clarity about the outcomes. The new Secretary of State for International Development has announced an inquiry into the use of such consultants, and we welcome that. Will the Minister tell us when to expect that inquiry to be completed and made available for public discussion? A review of Britain’s multilateral aid programmes, to assess the effectiveness of 43 aid organisations receiving UK money, was concluded to have contributed significantly to improving transparency and achieving value for money. The internal review of the Department’s spending on technical experts ought, therefore, to have similarly benign results, although when we want to review the use of consultants and technical experts we find ourselves in a hall of mirrors. The Independent Commission for Aid Impact, the UK aid watchdog, has also announced plans to examine DFID’s use of contractors, but those plans have stalled because many of the people involved are themselves big aid consultancy organisations. There is immense good will in this country for the concept of giving money, whether from an individual’s pocket or from the Government, to help some of the poorest people in the world. That good will, however, is being strained by the rising amount that is going to British-based consultancies and by the difficulty of seeing their out-turn. I am concerned that, in DFID’s efforts to cut staff, it has outsourced work such as assessing aid bids that properly ought to rest within DFID and could certainly be done a lot cheaper in    DFID, rather than by KPMG with its profit margins—nor is there any reason to think that an international accountancy company knows more about aid than people who have worked in DFID on the matter for all of their careers. Yes, we are on the right track with the overall sums of money, which it is important to ring-fence, but the trend, since 2010 in particular, has been to give the money to UK-based consultants. When I refer to UK-based consultants, let me be clear that some are expert in house building or malaria nets, for example. One of the most successful pieces of aid to the Caribbean was when Metropolitan Police officers were seconded to the police in Jamaica. Jamaicans appreciated that, because the police brought real expertise and it was a real skills transfer operation. Frankly, it also enabled the politicians of the time to bypass some of the alleged corruption in the Jamaican police department. That aid was valued, so I am not saying that in all times and in all places there is locally based expertise that DFID should pay for. What I am saying is that generalised management consultancies, such as Adam Smith International, to name but one, send young people with no background in aid or development to Nigeria. They fly business class and stay in four-star hotels, earn considerable sums, and then fly back, while Nigeria continues much as before.",Diane Abbott,Overseas Aid (UK-based Consultants),
2012-11-20 00:00:00,"Clean water may not be new or exciting, but it is the basis for many things. I have been fortunate to travel a bit around Africa—to Nigeria, Ghana and Uganda. Access to clean water is still a vital issue in such countries, yet that small charity had its application rejected. Apart from the fact that the bid was not innovative, Triple Line Consulting went on to say that it did not explain how poverty would be alleviated. As my hon.   Friend just said, access to clean water means so much to communities’ ability to move forward economically. The final reason why Triple Line was not prepared to approve the application was that poor WellFound did not provide evidence of how the work could be replicated on a larger scale. It seems to me that if one builds 25 wells, the way to replicate that is to build 50 and 75. I suspect that Triple Line just cut and pasted standard responses to that aid bid. The decision came as a huge blow not just to the small team who run WellFound but to the villagers in Burkina Faso, where construction of the wells has had to be delayed. That experience, which is a microcosm of what seems to be going on in the world of international development, is far from unique. The Sunday Telegraph , which I am not in the habit of quoting, did an analysis of DFID spending that showed that £29 million—take a deep breath—was paid in the past 12 months to Triple Line. It seems that the only thing that Triple Line triples is its own bottom line. Triple Line’s main contract and the bulk of its work is to assess applications for grants from DFID’s global poverty action fund. To be fair, the company passed on £27.1 million of this money to the aid providers that it vetted. However, it kept £1.9 million as a fee for its services. Had it been willing to shave a little bit off its fee, it could have handed the money to the little well project and the people of Burkina Faso could have had the wells. The public will be baffled by DFID’s outsourcing assessing a bid for aid to one mega-consultancy and then outsourcing it again to a different consultancy, a specialist branch of the accountants, KPMG. In the past 12 months, DFID has paid KPMG more than  £35 million. Of course, KPMG says that a lot of that is passed on to aid providers, and perhaps it kept back £3.5 million as a fee. That will reassure the people of Burkina Faso. Triple Line is typical of the sort of company that has emerged in recent years and is one of the lords of poverty that I am talking about. Triple Line is based in Putney in the UK and is owned by two directors who founded it in 1999: Lydia Richardson, a socio-economist—I do not know what that is—who lives with her husband in a £1 million house in Wimbledon, and David Smith, an economist, who lives just a few streets away. Triple Line’s website says: “We operate on the principles of openness, transparency, accountability and trust.” However, it registers as a small company, meaning that it is not required to publish its accounts. That is how open, accountable and transparent it is. The owners refuse to disclose what their income or profits were last year or how much they were paid in salary or dividends. Apart from working with DFID, Triple Line lists 37 other clients on its website and states that its annual turnover is £2 million. So the £1.9 million it creams off DFID represents the major part of its turnover, which apparently it gets from cutting and pasting standard replies to small charities that want relatively small sums to do practical work. That is just one company. It is important to look at the bigger picture. We know that last year alone DFID spent £500 million on consultants. The data compiled by a national newspaper show that the vast majority of   those contracts are going to UK-based companies. The share going to UK firms has risen in recent years. I will return to the point about how desirable it is to give an increasing proportion of our aid budget to UK-based firms. Of the 117 major DFID contracts and procurement agreements worth nearly £750 million, as published on the Government’s contracts portal since January 2011, only nine went to non-UK firms. Several of the best-paid consultants are former DFID officials, who appear to have gained substantial increases in their personal wealth since leaving the Department, even though they are still doing essentially the same work. I am not the first person to notice this phenomenon. Earlier this year, a parliamentary report warned that the UK Government’s drive to cut costs could make them over-reliant on contractors—like Triple Line—and could even put the effectiveness of their aid programmes at risk. Members of the Select Committee on International Development said that their concerns about DFID’s use of contractors and other external partners were compounded by the lack of publicly available information on UK aid-funded contracts. The Government have good intentions in seeking to maintain levels of and ring-fencing aid spending, but a public constituency for continuing high levels of aid cannot be built unless there is a measure of openness and transparency, which we have not seen to date. The rise in the amount of money given to UK-based consultants is alarming, but before I speak a little bit more about that in general, let me mention another lord of poverty, creaming millions off the aid budget. Adam Smith International is the offspring of the think-tank, the Adam Smith Institute, which is probably better known to Government Members than to me. Adam Smith International has gone from strength to strength. It was paid a total of £37 million by DFID last year to promote the free market in the third world. Its total turnover that year was £53.6 million, with profits of £5 million, up 10% in 2010. Let us pause and think. We in this country, as a consequence of austerity, are seeing cuts in Government and at local government level. All hon. Members know that some measure of austerity would have had to happen, whoever was in government, but ordinary people are seeing cuts in their local government services and at Government level. Yet one of the lords of poverty is able to drive its profits up by 10% to £5 million. It gets better. The managing director of Adam Smith International, which gets most of its money from DFID and therefore from the taxpayers—the same taxpayers who are seeing cuts to their local government services and cuts in Government—pays himself a salary with dividends that in 2010 totalled almost £1.3 million. The managing director of Adam Smith International trousers £1.3 million. Anything further removed from the public’s idea of the kind of people who go abroad to help some of the poorest people in other countries could not be imagined. I repeat that if we are going to build a constituency for continuing high levels of aid—in my view, it should increase—we have to examine this sort of abusive business activity, with people running what are supposed to be aid organisations and paying themselves salaries in the millions. William Morrison, another member of Adam Smith International, earned £200,000 from that firm and collected dividends worth £1.06 million from its parent company,   Amphion Group, which is wholly owned by him and three of his fellow directors. Amphion Group’s accounts state that its purpose is to act as a holding company for Adam Smith International. Mr Morrison’s salary rose by a quarter last year, to £253,000. He and his three fellow directors shared dividends of £7.5 million—almost £1.9 million each—which they paid to the Amphion Group. The directors collected salaries averaging £125,000 each. A director of Adam Smith International and Amphion, Peter Young, justified the payments, saying, “If you want to get a good job done, you have to get people who know what they’re doing.” With the greatest respect to Adam Smith International, I must say, as someone who has travelled in Africa and travelled extensively in the Caribbean, where my family originate that the idea that one cannot get the skills to improve and strengthen the government and economic structures of third-world countries without paying UK-based directors £125,000 each is risible. There are so many people of Nigerian, Afghan, Caribbean or horn of Africa origin with the skills, ability and talent, but they are unable to break into this sort of work because companies such as Adam Smith International have a death grip on it. They use the size of their organisations to squeeze out smaller and aspirant organisations.",Diane Abbott,Overseas Aid (UK-based Consultants),
2012-11-20 00:00:00,"The reason the firms in question can compete is their size, which is due to the bloated DFID contracts. The Minister seems to imply that the work goes to UK-based consultancies because the skills and knowledge are not available locally. I remind her that there are in her constituency, as in mine, thousands of people from the same areas of the world to which she dispatches UK-based consultants, and that they have the relevant skills, knowledge and potential; but nothing in DFID policies encourages them to go home and set up the consultancies that could meaningfully bid for the contracts.",Diane Abbott,Overseas Aid (UK-based Consultants),
2012-10-31 00:00:00,"I congratulate the hon. Member for Mid Bedfordshire (Nadine Dorries) on securing the debate. She made a point of saying at the beginning of her speech that she felt that there was a climate of fear around discussing abortion, and that some people did not feel that it was appropriate for it to be discussed in the House. I hope that she is not including me in that. I believe in the primacy of the Chamber. It seems to me vital that the Chamber is the place where we discuss issues of life and death, and war and peace. I congratulate my hon. Friends the Members for Feltham and Heston (Seema Malhotra), and for Sunderland Central (Julie Elliott), on their excellent and thoughtful speeches. I open my remarks in a way that is unusual for me—by quoting a Conservative Front Bencher in another place. Earl Howe, the Health Minister in the House of Lords, said this month, in response to the Secretary of State’s remarks, that “my right honourable friend is entitled to express his long-held personal view, which he did the other day...however, successive Governments have taken the view that they should rest on the evidence. There is currently no call from the main medical bodies for a review of the Act in relation to time limits, and the British Medical Association and the Royal College of Obstetricians and Gynaecologists support that view…This is a highly sensitive issue on which the Government have, as I indicated, traditionally been   led by the science and the medical profession, and I think that we should bear that principle very closely in mind.” —[ Official Report, House of Lords,  11 October 2012; Vol. 739, c. 1130.] For me, at the heart of this debate is the scientific and medical evidence. I do not understand why proponents of the anti-abortion case insist on saying that the science and medicine have changed when we know that in 2007 the House of Commons Select Committee on Science and Technology held an inquiry on scientific developments and found that “while survival rates at 24 weeks and over have improved they have not done so below that gestational point…we have seen no good evidence to suggest that foetal viability has improved significantly since the abortion time limit was last set, and seen some good evidence to suggest that it has not.” The BMA supports that position.",Diane Abbott,Induced Abortion,2017-05-01 10:41:00
2012-11-20 00:00:00,"The Minister has admitted, or confirmed, that 90% of the contracts go to UK-based consultancies.",Diane Abbott,Overseas Aid (UK-based Consultants),
2012-11-20 00:00:00,"I do not doubt that many people in DFID are committed and passionate. Years ago, when I was a graduate trainee with the civil service, the most committed and passionate people chose DFID, for example, over the Treasury. I would argue, however, that in the countries that we are trying to help, there are committed, passionate and knowledgeable people, some of whom have to migrate overseas in order to gain employment opportunities. We could do so much more for those countries if we were committed to a policy of developing the capacity of local people, rather than shovelling money at Adam Smith International. I have listened carefully to what the Minister said about transparency, but how does she explain that the International Development Committee raised concerns about DFID’s use of contractors and external partners and that it has complained about the lack of publicly available information? If the information is available, clearly the Committee does not know about it.",Diane Abbott,Overseas Aid (UK-based Consultants),
2012-11-20 00:00:00,"To avoid doubt, is the Minister saying that she is happy with that high proportion, and that she has no plans over time to try to bring it down? I want to be clear about that.",Diane Abbott,Overseas Aid (UK-based Consultants),
2012-11-20 00:00:00,"For clarity, I am not saying that digging wells and innovation are mutually exclusive. My point was simply that DFID refused to dig the wells, which would have cost a mere £250,000, but the people who managed that refusal process took a profit of £1.9 million. The public cannot understand that.",Diane Abbott,Overseas Aid (UK-based Consultants),
2012-07-17 00:00:00,"Will the Secretary of State accept that some of those so-called efficiency savings are totally counter-productive? Despite Ministers’ claims to be saving money on agency staff, is not the truth that hospitals’ attempts   to improve their efficiency have backfired, with jobs being cut and agency staff being hired at rates as high as £1,600 a day?",Diane Abbott,NHS Performance,
2012-07-17 00:00:00,,Diane Abbott,NHS Performance,
2012-09-06 00:00:00,"As a second-generation migrant, may I ask what possible evidence does my right hon. Friend have that more than a tiny fraction of a fraction of second-generation migrants harbours “terrible thoughts”?",Diane Abbott,Immigration,
2012-09-06 00:00:00,Will the right hon. Gentleman give way?,Diane Abbott,Immigration,
2012-09-14 00:00:00,"I am pleased to support this very important Bill. I congratulate the hon. Member for Croydon Central (Gavin Barwell) and Lord Stevenson of Coddenham, who have been part of the process that has brought the Bill to the Floor of the House. I want to speak about stigma; about the policy challenges posed by mental health; and about why this Bill is important, as my hon. Friend the Member for North Durham (Mr Jones) said. Mental health is probably the last remaining great area of stigma in public life. It is striking that there were Members of Parliament willing to come out about their sexuality before Members of Parliament were willing to come out about their mental health challenges. That speaks to the level of stigma around mental health. The reasons for that stigma are worth touching on. First, it is partly about the very British notion that one has to keep calm and carry on, keep a stiff upper lip, have a cup of tea and get on with it. There is a sense that someone who has a mental health challenge has somehow failed personally. The stigma is also about sheer ignorance. I remember an appalling front page—I am sorry to mention this paper for the second time this week—that  The Sun  ran about Frank Bruno when he had his mental health problems: “Bonkers Bruno”.  The Sun  was shocked that thousands of people responded to that, which was an example of the public being ahead of their media. Of course, there is also fear involved. People are never so ignorant or so cruel as when they are frightened. Those things have fed the sense of stigma about mental health. It is also important to talk about the policy challenges posed by mental health. For too long, mental health has been the orphan child of the health service. Many Members will know that their local mental health institutions and hospitals are often on the outskirts of their communities and cities, and that reflects how mental health has been seen. It is very important in the 21st century, as my right hon. Friend the Member for Leigh (Andy Burnham) feels passionately, that we offer a new deal on mental health—we welcome the Government’s mental health strategy—and that mental health and physical health are put on the same footing and get the same attention and proportionate funding. Of course, mental health is about more than legislation. It is about resources, availability and the specific mental health needs of particular groups. We have heard about the mental health needs of the armed services. Yesterday I was at a health summit for the lesbian, gay, bisexual and transgender community, where I heard about the unmet mental health needs in that community. We are seeing across the country rising levels of self-harm among our young people. The disproportionate numbers of black and minority ethnic people in our mental health hospitals and in our health system has long been a cause for concern. Let me pause here and say to the House that last night my constituency party secretary, Greta Karpin, died. She was a brilliant and remarkable woman. We all have Greta Karpins in our local parties. Had she been born at another time and in another place, she would no doubt have been an MP or a Cabinet Minister. Greta was fortunate to die with all her faculties completely intact. In fact, she died on her way back from an executive party meeting, plotting about something or other, which I think is probably the way she would have wanted to go. Greta was in her late 70s and died with all her faculties intact, but that will not be true of all of us, or of all our friends and family. How we manage dementia and give help and support to the elderly who suffer from it is a huge policy challenge facing all of us. We will debate big mental health policy issues in the House in the months and years to come, and I hope that we can find some measure of common ground on both sides of the Chamber. For example, for all the things I   found problematic about the Health and Social Care Bill, moving responsibility for public health to local authorities offers the potential of making advances in mental health and tailoring provision to the particular needs of a particular community and groups within it. Finally, I want to talk about why this Bill is important. As other Members have said—we have heard some excellent speeches from Members on both sides of the House—it is important because of the symbolism of what it says about public attitudes towards mental health. In having this debate, we signify that attitudes have changed, but we are also helping to move those attitudes on. I have spent a lifetime fighting discrimination in all its forms, and I know that despite all the things people say about MPs, Parliament and so on, what happens in this House is often pivotal and a signifier of a decisive change in the public mood. This is an important Bill and I am glad to support it on behalf of my party and our entire health team. Many people outside the House will be watching this debate and feeling relieved and that things may be changing for them. Mental health is one of the huge policy challenges of the 21st century. We as a House need to do many practical things with regard to policy and organisational issues, but in lifting the veil of stigma, of signalling that public attitudes must change and of turning the corner on attitudes to public health, there will be no more important moments in this House than this Bill being agreed today.",Diane Abbott,Mental Health (Discrimination)  (No. 2) Bill,2017-05-01 11:23:00
2012-09-06 00:00:00,"Is the hon. Gentleman aware that I have been a Member of Parliament for 25 years? Year on year, I deal with thousands of immigration cases. There has never been a point in my time in the House when we have had uncontrolled immigration. That is mythology.",Diane Abbott,Immigration,
2012-10-23 00:00:00,"We know that the Secretary of State’s views on abortion do not have a religious basis, so does he care to share with the House the scientific evidence to support his view that abortion time limits should come all the way down to 12 weeks?",Diane Abbott,Topical Questions,
2012-09-06 00:00:00,Will the hon. Gentleman give way?,Diane Abbott,Immigration,
2012-10-30 00:00:00,"The Opposition do not oppose the Bill. We are aware that much of this activity took place under a Labour Government, and we are anxious to work in the most co-operative way possible to resolve the situation. However, I would do the House a disservice if I did not set out the in-principle objections to retrospective legislation of this kind. I should like to quote someone whom Government Members may take more seriously than some of us. In the “The Road to Serfdom”, Hayek said of the rule of law: “Stripped of all technicalities [the rule of law] means the government in all its actions is bound by rules fixed and announced beforehand—rules which make it possible to foresee with fair certainty how the authority will use its coercive powers in given circumstances, and to plan one’s affairs on the basis of this knowledge.” I shall set out objections to retrospective legislation, because despite the urgency of the situation and the problems that might arise if it were not introduced, we should recognise that it is a very serious matter to introduce retrospective legislation of this kind. The Opposition, as my right hon. Friend the Member for Leigh (Andy Burnham) said, were a little surprised that the Secretary of State for Health did not open the debate. If retrospective legislation is undesirable in principle, it is particularly undesirable when it concerns the liberty of the subject. There is no precedent for retrospective legislation on such matters. We are dealing with the mentally ill and the sectioning of people under the Mental Health Act 1983. Due process is even more important in relation to issues under that Act than in relation to other matters of criminal justice, as we are dealing with vulnerable people who are not in a position to advocate for themselves. Due process is not less important in relation to Mental Health Act matters; it is more important. I urge the House to pause for a second and see the situation from the point of view of the mentally ill, their families and their supporters. For people engaged with mental health legislation, the process may appear Kafkaesque and labyrinthine. They now know that 5,000 people—perhaps more—were sectioned, strictly speaking, illegally, which can only cause unhappiness and uncertainty. As hon. Members have said, it may even affect the condition of those people.",Diane Abbott,Mental Health (Approval Functions) Bill,2017-05-01 14:24:00
