text,time,date,mp,debate
"Part of the concern and need to write such provisions into the Bill comes from the fact that no one predicted clause 3. It has been described as a Henry VIII clause, as it gives sweeping powers to Ministers to legislate on schemes through statutory instruments or even retrospectively.",,2012-12-04 00:00:00,John McDonnell,Public Service Pensions Bill
"My hon. Friend the Member for Glasgow North East (Mr Bain) has given us a salutary reminder of why we are here, as did my hon. Friend the Member for Bridgend (Mrs Moon). It is important in these debates to listen to the practitioners as well—all the practitioners, not just the editors. There is nobody keener than the National Union of Journalists to protect its members’ ability to do their job. That is why it recommended the Irish system in its submission to Leveson, on the basis that it worked well, despite the NUJ’s earlier reservations. The NUJ ensured that Leveson was aware that the Irish system was underpinned by statute, but it was important to acknowledge that the Irish system recognises the union as a key stakeholder in designing the architecture and implementing the system. I want to deal with changing the culture. As part of the inquiry, Leveson looked at the issue of a conscience clause and said in recommendation 47, on the advice of the NUJ, that the matter should be considered seriously by the editors. The background to this is that there has been a code of conduct since 1936—it was developed by the NUJ—to set the standards for journalists in the performance of their role. It included a commitment that journalists “do nothing that would intrude into anybody’s private life, grief or distress unless justified by…public interest.” It also gave a commitment to ensure prompt correction of any inaccuracies. The NUJ set up an ethics panel, to which people could go to seek redress. For decades it largely worked. My right hon. Friend the Member for Manchester, Gorton (Sir Gerald Kaufman) reminded us of when it worked, when editors worked with the union to ensure that it did. He mentioned Cudlipp, but there was also Harry Evans and Rees-Mogg, whose descendant is not in the Chamber at the moment. The system worked until roughly the mid-1960s, when a different culture was established in the industry. Unfortunately, it was a culture of bullying and intimidation in news rooms. It undermined the implementation of the code of practice—and yes, it is not unrelated to the introduction of Rupert Murdoch’s News International on to the journalism scene in this country. From then on, it was NUJ policy to lobby this House to introduce protection for its members—for all journalists—through a conscience clause in their contracts of employment, so that a journalist could refuse to undertake any instruction that was unethical and went against the journalism code of conduct, but also against what eventually became the PCC code of conduct. That was backed up by a Select Committee recommendation in 1993 that a conscience clause should be introduced. The recommendation was opposed by all the editors. They refused to consider the   matter or even to open a debate on it. On five occasions over the past 10 years, I have tabled amendments to employment legislation to introduce at least some consideration of a conscience clause, but they have been rejected following lobbying by the editors and the proprietors. The Leveson inquiry received evidence across the piece about the culture of bullying. It has not gone away; indeed, it has got worse: many journalists had to submit their evidence anonymously for fear of victimisation. However, some very brave people did stand up. The general secretary of the NUJ, Michelle Stanistreet, presented her evidence, for example. I want to read the House a quote from the evidence to the inquiry from Matt Driscoll, who has been incredibly brave. Speaking about the use of unethical practices, he said: “At the time I felt uneasy about such methods.” He was referring to blagging. He went on: “However, I knew that I could not bring up my concerns on the editorial floor for fear of being seen as a troublemaker. Any writer who questioned the morality of these methods would have been a marked man. It seemed that any method that could stand a story up was fair game.” Witness after witness gave evidence to say that if they had stood up and spoken out, they could have been sacked. Rupert Murdoch’s response was to suggest that they could have resigned, to which Lord Leveson said that they could have done so, but they wanted to keep their jobs. Leveson has recommended that the editors and proprietors now consider adopting a conscience clause. Bizarrely, when Rupert Murdoch was interrogated, he accepted that proposal and now supports it. There should therefore be no reason for such a clause not to form part of a journalist’s contract. The Prime Minister and the Deputy Prime Minister also said last week that the matter should be given serious consideration, as did the Leader of the Opposition. The NUJ has now written to proprietors proposing the commencement of discussions on the introduction of a conscience clause in the contracts of all journalists. The Secretary of State is meeting the proprietors, and I congratulate her on involving the NUJ in those discussions. She is meeting representatives of the union as well, and they will be part of the overall discussions. It would be extremely helpful, now that we have cross-party consensus on the need to consider a conscience clause, if she could seek assurances from the proprietors that they will take the matter seriously and engage in discussions and negotiations on the issue and on the contractual changes that would need to take place for existing and future journalists. This could form another part of the architecture of a cultural change in journalism in this country, as well as protecting those who want to stand up for higher standards. I want to raise another important matter. A conscience clause in a contract can be enforced by the individual, but in this culture, even if they have the ability to resort to law, they often do not feel that they have the capability or the strength to protect themselves. That is why they look to collective action and collective bargaining by their union on their behalf. However, the loopholes in the existing employment legislation have been used by News International, in particular, to enable it to refuse to recognise the NUJ. The union had a large number of members working for News International, and it approached the management to request recognition in the normal way, but News International set up its own staff association. The trade union certification officer refused to certify the staff association as an independent trade union, because it was not seen as independent of Rupert Murdoch. Nevertheless, a loophole in the law allowed News International to refuse to recognise the NUJ as a licensed, certified, independent union. Instead, it recognised the staff association, denying NUJ members the necessary recognition that would allow them to engage in collective bargaining. That loophole in the law needs to be closed if we are to ensure that the terms of a conscience clause are enforceable not only in law but as a result of collective bargaining. I conclude by urging the House to listen to the practitioners, the people who have endured the intimidation and bullying and the people who have had to operate in this culture, which has so denigrated their profession. I think the NUJ needs to be integrally involved in designing and implementing the new reform architecture. I am pleased that the Secretary of State has made a start on engaging with the union and ensuring that the whole industry will design our reform procedures.",2017-05-01 21:26:00,2012-12-03 00:00:00,John McDonnell,Leveson Inquiry
"Exactly, but I think it is across the piece. Whether or not we agreed with the last negotiations, or whether they were imposed or signed up to, at least some people felt there was some security for the future.   People are becoming demoralised, which is why it is important that we insert in the Bill provisions for full consultation and agreement with organisations representing employees and for full openness and transparency. That is why new clause 3, moved by my hon. Friend the Member for Nottingham East, is critical. As has been said, at least in the private sector there is full display and transparency in what people sign up to, but there is no display or transparency in the public sector, particularly now that the Government have given themselves these powers.",,2012-12-04 00:00:00,John McDonnell,Public Service Pensions Bill
"The Government listed that there would be a written ministerial statement today on the future of the Prison Service. They trailed that it would mark the start of the wholesale   privatisation of the Prison Service, which would have enormous consequences for the large number of our constituents who work in prisons and for our communities in general. As of 10.30 am that written statement had not emerged, although it might well have done so by now. Will the Leader of the House explain what criteria were used to determine that that should be a written ministerial statement rather than a statement on the Floor of the House, given its enormous consequences for the administration of justice in this country, and if there is no ministerial statement in the future, may we have a debate on the matter?",,2012-11-08 00:00:00,John McDonnell,Business of the House
"The local government scheme is fully funded, yet the Government seek to interfere with that, too. If we are to open up the debate, let us do so; however, the Government seem to be making piecemeal reforms for their own economic objectives and then not even standing by them. The problem is the uncertainty. Let me turn to the detail of amendment 4. As those of us who have been involved in pension negotiations will know, one of the most important elements is ensuring that the valuation process is right, because that is what determines not just the future payouts from the scheme, but its future security; there are also probity issues. I am concerned that the legislation as drafted would give no role to employees or their representatives in the revaluation system. My amendment 4 is a mild-mannered amendment to provide that the valuation report should be sent not just to the scheme manager and the employer, but to the employees’ representatives. That would promote at least some openness and transparency, which might reassure participants in the scheme. Few pension decisions are more important to employees than the contribution levels, which stem from the valuation process. We have seen a unilateral change in contribution rates, which I think, to be frank, will deter many people from participating in those schemes and may throw the long-term future of those schemes into jeopardy. If there has been a valuation, the report should be sent to the employees’ representatives. It should be open and transparent, and it should then be possible to have a discussion about the valuation. That is what amendment 4 seeks to do. It simply says that the report should be sent not just to the scheme manager, but to the employee representatives, and that the terms of the revaluation should be mutually agreed. It is simply about participation.",,2012-12-04 00:00:00,John McDonnell,Public Service Pensions Bill
"I rise to speak to the amendments in my name: amendments 4, 7 and 8. Throughout the progress of the Bill, I have tabled a series of amendments with a central thrust—the same one raised by my hon. Friend the Member for Nottingham East (Chris Leslie)—which is about trust. The amendments would ensure that at each stage and for each grouping, there would be full consultation with and the full involvement of representatives of employees and scheme members. I apologise: I should have declared an interest as a member of the local government pension scheme. Nevertheless, each amendment would address the issue of confidence and secure a recognition, as promised by the Government, that employees will be fully consulted and represented and kept fully informed of changes to their pension schemes, which has not been the case up to now. It is worth remembering that the pension deal was not a deal for a large number of unions; for more than 1 million workers, it was imposed. The Northern Ireland Public Service Alliance, the National Union of Teachers, the Public and Commercial Services Union, the Prison Officers Association, the University and College Union and Unite did not agree to the deal or the heads of agreement; instead, the deal was imposed upon them. There is deep scepticism amongst workers, and if Government Members do not recognise that, they are not living in the real world, or encountering the same constituents I am, or receiving the letters I get from police officers, teachers and local government workers across the piece. Even organisations that signed up to the heads of the deal are now expressing concerns. The British Medical Association, whose briefing Members will have received, thought it had signed up to an assurance from the Government, which I remember being made, that there would be a 25-year guarantee of no change around a number of protected issues. The Government said: “This means that no changes to scheme design, benefits or contribution rates should be necessary for 25 years outside of the processes agreed for the cost cap. To give substance to this, the Government intends to include provisions on the face of the forthcoming Public Service Pensions Bill to ensure a high bar is set for future Governments to change the design of the schemes. The Chief Secretary to the Treasury will also give a commitment to Parliament of no more reform for 25 years.” Yet clause 3, described in briefings by the Royal College of Nursing, the BMA and others as a Henry VIII clause, gives extraordinary powers to the Secretary of    State to return to these issues, introduce further reforms and make fairly significant changes through statutory instruments, not primary legislation to be debated in the House. Consequently, there is a lack of confidence in the words of Ministers, particularly given that, as my hon. Friend the Member for Nottingham East said, those words are contradictory, not just across Government, but within the same Department. It is extraordinary. Others also signed the deal. The RCN wrote to us explaining its concerns: “Clause 3(3) is a Henry VIII clause which enables the Government to amend the Act at a later date through the use of secondary legislation. The RCN is concerned that, as a result, the Bill gives powers to the UK Government to amend and make retrospective provisions to any other related legislation without sufficient member consultation or scrutiny by Parliament.” I also received a letter from Mary Bousted of the Association of Teachers and Lecturers, which also signed up to the deal. She wrote: “As you may know, the ATL accepted the Government’s proposed final agreement on changes to the teachers pension scheme as the best that could be achieved through negotiations. We now find the Bill contains additional elements that go beyond what was agreed in March 2012 and believe that the proposed changes could adversely and unfairly affect the quality of education that the nation’s children receive in our schools.”",,2012-12-04 00:00:00,John McDonnell,Public Service Pensions Bill
"I fully concur with my hon. Friend. I received—perhaps he did too—an e-mail from Inspector Nick Smart, who wrote: “I am a serving police inspector in West Yorkshire of 17 years. I am about to see my life plans thrown into chaos with the proposed pension changes, with my retirement age extended by at least two years plus a 20% cut in my lump sum—about £40,000—and a significantly worse annual pension.” It is no wonder that people are demoralised and do not trust the Government. They thought there was at least a 25-year guarantee, but we now know that that is not the case, because the Government are giving themselves the power to change schemes at will in the future.",,2012-12-04 00:00:00,John McDonnell,Public Service Pensions Bill
"I rise to speak in support of amendment (b). We have a responsibility to the colleagues we work alongside who   provide such an excellent service: the office keepers, the attendants, the security staff, and the catering, retail and cleaning staff. Many are members of the Public and Commercial Services Union, and I chair the PCS parliamentary group. We need to acknowledge that there is a problem inherent in the proposals. The cuts are now going beyond efficiency savings and will have an impact and reduce services. That will increase pressure on staff, which, if we continue on this course, will eventually lead to a reduction in morale. The message I am stating is: so far, but no further. There is an excellent industrial relations climate in this building. The staff have worked with management and have avoided compulsory redundancies—any redundancies have been on a voluntary basis. If the proposals go any further, I fear that that industrial relations climate will be damaged severely. There are a number of questions I would like to pose with regard to staffing that are not contained in the report, but we need to look at them in the future. Some have been raised by my hon. Friends. My hon. Friend the Member for Sheffield South East (Mr Betts) raised the issue of the wages we pay in this building. It would be useful to know how many of our staff, both directly and indirectly employed through contractors, are paid the London living wage. I do not believe that it is morally acceptable for us to pay staff poverty wages, which is what they are if they are below the London living wage. It would be useful if we could have that information. Then the Commission and the various Committees serving it could look at a timetable for achieving the London living wage for all staff we employ, either directly or through contractors, in this building, and that could be reported back to the House. I am concerned to ensure that our staff have decent working conditions with decent terms of employment. My hon. Friend the Member for Walsall North (Mr Winnick) raised the issue of sickness and pensions. It would be invaluable if we could have a detailed report back on what sickness pay and access to pensions there is for all staff, whether employed directly or through contractors. I fear that there are some who have no access to full pension entitlements and that there is discrimination particularly between those who are directly employed and those who are employed by a contractor. I want our staff to work in safe and hygienic conditions, whether in work or rest areas. The issue of asbestos has been raised already, but other health and safety issues need to be addressed as well, and Members need to be informed of that. It is important that we commit to ensuring that our staff work suitable and flexible hours so that they can cope with caring and parental responsibilities. The cutbacks and privatisations so far have undermined some of that commitment in the past, so I hope that these cutbacks go no further. The introduction of zero-hours contracts as a result of past privatisations, and now their extension, particularly within the catering sector, is unacceptable. That employers can award contracts with no commitment to minimum hours undermines the security of income for staff employed on that basis. Such contracts should play no role in the employment of staff in the building. There also have to be sufficient staff numbers in the building to provide the services we need. The business improvement plans might have been worked up by staff and agreed by the unions, but, to be frank, they have   been worked up on that basis to avoid market testing. I am concerned that the current reductions are placing an unacceptable burden on existing staff—the attendants, the reception staff team, which will be cut by one third, and some of the security staff and office keepers. Furthermore, there is an equalities issue, because the posts being considered for market testing and some of the cuts are being incurred in areas where there is the highest number of staff from ethnic minority communities. That only increases the problem of a lack of representation from ethnic minority community members within the building. I will support amendment (b), because it would resist market testing, but I ask Members not to underestimate the sacrifices being made by existing members of staff. Their hours are increasing and their work is more intense. There are fewer members of staff, and they have more duties to cope with. There will come a breaking point, if we pursue this salami-slicing—these cutbacks and privatisations—and it will undermine the morale of our loyal staff who we have all complimented today. At some point, we have to accept that there is a cost to democracy, and instead of arguing out of self-interest, we have to argue for our staff in order to ensure that they are paid well and work in decent conditions. Members of staff serve us well and take pride in their work, and we should take pride in them. We have a responsibility to protect them.",2017-05-01 14:16:00,2012-11-08 00:00:00,John McDonnell,House of Commons Administration and Savings Programme
"It is a point of order. The Minister for Policing and Criminal Justice referred earlier in the debate to a letter being circulated about the compensation scheme relating to the legislative proposal, but it was circulated only to Conservative Members and not to Opposition Members. Therefore, we want at least either to see the letter or to have the Minister explain it to us. That is why Members are seeking to intervene.",,2012-11-07 00:00:00,John McDonnell,Criminal Injuries Compensation Scheme
"I chair the Bakers, Food and Allied Workers Union parliamentary group. The group supports the Bill, because we hope that it will address the issue, mentioned by my hon. Friend the Member for Glasgow North East (Mr Bain), of below-cost selling. We have been campaigning on this issue for a number of years by tabling parliamentary questions and early-day motions, and meeting Ministers, yet the problem continues. As my hon. Friend said, below-cost selling is when a retailer sells an item for less than its input cost—what is described as being sold with a negative gross margin. When the Competition Commission conducted an inquiry into items of known value, it identified that bread was a particular issue, as he said. It was not just one supermarket selling white sliced loaves for 7p—many others were selling bread at extremely low prices and low margins. As he said, other countries addressed the issue at the same time by introducing legislation to prevent the resale of goods at a loss. This area is regulated in several European countries. My hon. Friend also quoted the Competition Commission. In the passage that he quoted, however, the commission went on to say that if the practice went unchecked, “we conclude that this will ultimately have a detrimental effect on consumers, by leading to low-quality goods, less choice of goods, or less product innovation.” That is exactly what has happened to the supply of bread. The loss of bread quality should worry all concerned—in many instances, it is now little more than water—and is contributing to the nation’s unhealthy diet. Price pressures are also having an impact on the working processes, so we are concerned about health and safety, particularly in relation to the preponderance of Baker’s asthma among workers producing bread for supermarket chains. As has been said elsewhere, the price pressures obviously result in firms closing, the loss of jobs and pressure on overall pay and conditions. I want to refer to the three main points raised so far. The first concerns fines. The Bakers, Food and Allied Workers Union has been involved in campaigns to name and shame. As I mentioned earlier, however, not only have they not worked but they have had the contradictory result of giving publicity to companies providing products at extremely low prices. In some ways, naming and shaming actually boosts supermarkets’ sales, as we saw with the Competition Commission’s   inquiry into the 7p loaf. Our experience is thus not only that large conglomerates can ride out a naming and shaming campaign but that some actually benefit from it. From my reading of the Bill, it looks as though the fines order will be brought into play only on a case-by-case basis.  [Interruption.]  No, the Minister says it will be on a general basis. If that is so, it will still be left to the Secretary of State to designate in the order the size of the fine to be levied. I would welcome more information. Will a tariff system be established? Will the recommendation on a tariff system come from the adjudicator? The House could usefully discuss whether a tariff system would prove effective and have an impact on companies’ practices. The second issue concerns third party reporting. We have all welcomed that provision and put on record the fact that it will include trade unions. That is incredibly useful, and I congratulate the Government. Having said that, trade unions are anxious that companies might take retaliatory measures against a union or individual members. That is a concern, given past victimisation and blacklisting, so I would welcome the Government’s revisiting the blacklisting regulations to ensure adequate protection for trade unions, trade unionists and individual workers who blow the whistle on some of the practices of the supermarkets, as they put pressure on individual companies. I am extremely worried by clause 15(10). I have seen clauses that allow for a review of the implementation of legislation, and for that review to bring forward recommendations that the House can discuss and on the basis of which we frame further legislation. That is the rational process. I have never before seen in legislation, however, the actual proposed new clause to be introduced. That flies in the face of the rational process of review, assessment and recommendation, after which the House comes to a view. It would help if we could hear why the Government feel they need the draft clause on the shelf, within the Bill itself, to introduce readily. It smacks of defeatism over the effectiveness of the legislation. May I also have some clarity on the process for the order? Will it be the affirmative process or the super-affirmative process—or whatever other process—that the Government recommend? There would need to be quite a heated exchange in this Chamber if we felt that the Government were reverting to type and removing those provisions from the Bill. Thirdly, the appointment of the adjudicator is very important. I am therefore keen that the Government should concede that there ought to be some form of pre-appointment process via the relevant Select Committee, but I worry sometimes about the timidity of this House. Other Select Committees now have the right to approve appointments, so why not in this instance?",2017-05-01 21:08:00,2012-11-19 00:00:00,John McDonnell,Groceries Code Adjudicator Bill [Lords]
"That is incredibly helpful. I encourage Members to join me in ensuring that we have that annual debate, which we have not had up to now. The legislation places duties not only on the CAA, but on the Secretary of State. Therefore, I think that it is important that we have an annual report from the Secretary of State on the fulfilment of his or her duties that we can debate, because this is a critical piece of legislation for so many of our constituents.",,2012-11-20 00:00:00,John McDonnell,Civil Aviation Bill
"I beg to move, That leave be given to bring in a Bill to enable representation of a constituency by two persons sharing membership of the House of Commons; and for connected purposes. The Bill would introduce job sharing for Members of Parliament. At the outset, let me thank all those who have helped to shape the proposal, particularly Debbi King from Disability Politics UK, the QCs Karon Monaghan and Gordon Nardell and, of course, our House of Commons Clerks for their advice. The motivation behind the Bill is to contribute to fulfilling the objective so eloquently set out in the report of the Speaker’s Conference on parliamentary representation in 2010. It stated: “Justice requires that there should be a place within the House of Commons for individuals from all sections of society. If anyone is prevented from standing for Parliament by reason of their gender, background, sexual orientation or perceived disability, this is an injustice…While justice is the primary case for widening Parliamentary representation, there would also be real benefits for both Parliament and wider society if the House of Commons were to be more fully representative...We believe that a more representative House of Commons would be a more effective and legitimate legislature.” The stark reality is that this House is certainly not fully representative of our society: more than 500 of the 650 MPs are male, so women are seriously under-represented; and there are only a handful of disabled MPs in the House, but there would need to be at least 65 if it was to be representative of disabled people in the population. In recent years discussion has taken place about what changes could be made to remove barriers to people who want to become MPs and serve their country in that way. A number of organisations representing people with disabilities have expressed the view that there are some people whose particular conditions means that, although they wish to serve as MPs, they physically would be unable to do so on a full-time basis. Others representing carers and women’s organisations have explained that, although they might wish to serve as MPs, they did not want to give up their caring role and so wanted to combine the two jobs. That included not only parents with young children, but carers of elderly or sick family members. The reality is that the vast majority of carers in our society are still women, so not being able to combine more flexibly caring responsibilities and the role of an MP was seen as an issue that needs to be addressed if we are to secure greater representation of women in Parliament. Over the past two decades, Members from both sides of this House and several civil society bodies representing people with disabilities and women have advocated the introduction of job sharing for MPs in order to assist more people with disabilities and more women to become MPs. I recall my right hon. Friend the Member for Barking (Margaret Hodge) raising the call in the 1990s. The new generation of Members has taken up the   cause; my hon. Friend the Member for Feltham and Heston (Seema Malhotra) and the hon. Members for Brighton, Pavilion (Caroline Lucas) and for Brentford and Isleworth (Mary Macleod) have all advocated change. The hon. Member for Devizes (Claire Perry) summed up the issue eloquently in a recent debate when she said: “I have always thought that job shares—potentially having a Cabinet position as a job share—would send a powerful signal, allow women to achieve their best and also recognise the complexity of many of our lives.” —[ Official Report,  22 March 2011; Vol. 525, c. 185WH.] Many organisations across the political spectrum have urged consideration of job sharing, ranging from the Fabian Women’s Network to Women Liberal Democrats and the Fawcett Society. Two of the major charities that represent people with disabilities in our country, Radar and Rethink, included a call for job sharing in their submissions to the Government’s consultation, “Access to elected office for disabled people.” Individuals have tried to stand for election to this Parliament and the Scottish Parliament on a job-share basis but have been barred on the grounds that the current law does not allow it. However, recent legal advice obtained by the Equality and Human Rights Commission has shown that that bar might be open to legal challenge on the grounds of discrimination under the Equality Act 2010 and various international conventions. In law, public bodies have a legal responsibility to make any reasonable adjustments to their operation to overcome such a bar. Job sharing could be construed as just such a reasonable adjustment. Many Members have suggested that job sharing might be fine in principle but that there are real practical problems with its implementation. Let me deal with the practical questions. The Bill would be an enabling Bill establishing the principle of job sharing for MPs and dealing with the key questions of election, voting rights and the death or disqualification of a Member. That would leave further detail of implementation to secondary legislation that would be subject to the approval of the House. The Bill proposes that the Parliamentary Constituencies Act 1986 be amended to allow two people who have agreed to a sharing arrangement to stand for election in a constituency on the basis that, if elected, they would share the representation of the constituency between them and serve in Parliament on that basis. Each of the two Members elected for a constituency would be able to cast a half vote in votes of the House. If the two Members agreed and informed Mr Speaker or the person presiding during a vote, one of them would be able to cast a single vote. Not all the detail about the operation of the process are suitable to be addressed in primary legislation and would usually be the subject of secondary legislation or changes to the Standing Orders of the House. Let me deal with some of the main questions that have been asked by Members about the practicalities of the proposal. Would the two job sharers have to be from the same party? It is proposed that that would be the case, and that would be covered in secondary legislation. What would happen if the job sharers disagreed on an issue and wished to vote accordingly? As the job sharers entered into a sharing arrangement before the election and were from the same party, one would expect them not always to agree on votes! I admit that finding a job   share might be difficult at times. However, where there is a difference, they can each exercise their right to use their half vote. Frankly, single Members are often in two minds about something and end up abstaining. What would happen if one of the job sharers left the party under whose banner he or she was elected? At present, there is no provision for forcing a by-election when a Member crosses the Floor of the House, but that is something Members might want to examine. It is not proposed in this Bill, but it would need to be taken into account by electors at a subsequent election. What would happen if one of the job sharers resigned, died or was disqualified? Because the job sharers were elected on the basis of a job-share arrangement, both would be treated as having ceased to be MPs. Another question is what would happen in situations where electors were happy with the performance of one of the job sharers but not with the other and therefore would not want to vote. The job sharers would be standing as a team; that would be the job-sharing arrangement. The elector would still have one vote and be unable to split it, but would have to decide, in casting that vote, whether, on the basis of his or her overall judgment of their performance, the job-sharing team worked and whether he or she would vote for that arrangement in future. To be frank, there is very little difference between that and what happens at the moment, because electors will often take the view that because the person has stood for a party while, at times, not necessarily supporting the party line, they want to vote for the individual rather than the party. What would happen if one of the job sharers became a Minister and were covered by collective responsibility? A job sharer would be able to fulfil a ministerial role to the extent of the time that they had to devote to the role on a job-share basis, and in appointing Ministers the Prime Minister would take that into account. This could, and eventually would, lead to job sharing for Ministers. With regard to collective responsibility, the job sharer assuming ministerial responsibilities would naturally cast his or her half vote in line with that requirement. Would it be more expensive to have two Members per constituency? No, because the job sharers would share offices, facilities and staff. The parliamentary expenses of job-sharing MPs would be managed by the Independent Parliamentary Standards Authority under the Parliamentary Standards Act 2009 in exactly the same way as for a single MP. Right the way across our society, in virtually every walk of life, in the public and private sectors and in most professions, job sharing is now a reality, and it has proved to be successful for the organisations and individuals concerned. In fact, there is substantial evidence that job-sharing arrangements are more productive than the employment of individuals. This House should not be the last bastion standing against a measure that could increase access for women and, in particular, for carers and people with disabilities being able to stand as Members of Parliament. We in this House should explore every opportunity we can to assist in promoting greater access for people who would like to serve as MPs. This would not be positive discrimination but simply the introduction of a practical administrative change to facilitate wider participation. As I said, the main thrust of this proposal has come from organisations that represent carers and people with disabilities. It is a minor, modernising reform that could improve the representativeness of the House of Commons. If it allowed just one more person with disabilities, one more woman or one more carer to have the opportunity to serve their country in this House, it would be a beneficial move.",2017-05-01 14:12:00,2012-11-20 00:00:00,John McDonnell,Representation of the People  (Members’ Job Share)
"If there is an adjudication that affects the trade of an individual company, it will resort to law anyway.",,2012-11-19 00:00:00,John McDonnell,Groceries Code Adjudicator Bill [Lords]
"There is not much more to say after that contribution, except that the key issues of noise and emissions pollution are absolutely critical to my constituents and, as the hon. Gentleman said, to a much wider area of the south-east. That is why I welcome the amendments, wherever they were drafted—I think forensics could prove where they come from. The key issue for my constituents is how the targets will be set, monitored and reported. It would be useful if the Minister clarified what role this House will have in monitoring the implementation of this legislation. In the past we have received the CAA’s annual reports and individual determinations but, given that the legislation represents a significant break, I think that a regular report from the Secretary of State would be extremely useful, even if it was only an annual report. We could then have a full debate on the Floor of the House to monitor issues such as the environmental impact.",,2012-11-20 00:00:00,John McDonnell,Civil Aviation Bill
"I can fully understand the feelings of police officers in Scotland, as I can those of officers across England and Wales. People now just want safety and security in their pensions, which are theirs—they have paid for them and contributed to them. As my hon. Friend the Member for Nottingham East said from the Front Bench, they are nothing more than deferred wages.",,2012-12-04 00:00:00,John McDonnell,Public Service Pensions Bill
"The best example of that is that when the Competition Commission found that a supermarket was reducing the price of bread to 7p, which was below cost price, that supermarket gained a boost in sales.",,2012-11-19 00:00:00,John McDonnell,Groceries Code Adjudicator Bill [Lords]
"I might allow the hon. Gentleman to intervene if he came to the Chamber occasionally. The point of my proposals is to ensure a balance of fairness in the regime that is being introduced. There is currently no balance whatever. The Bill is Beecroft. It is based on no evidence and on prejudice, and is the first stage of the Government’s plans to undermine employment law. This is the first stage of undermining the protections that workers have. People outside the Chamber will realise what is happening in the coming months under this Government. Jobs will be shredded and people will have no protection whatever as a result of the Bill and what will follow. On that basis, I wholeheartedly support Opposition Front Benchers in attempting to remove those clauses.",,2012-10-17 00:00:00,John McDonnell,Enterprise and Regulatory Reform Bill
"On a point of order, Mr Speaker. Some weeks ago the Prime Minister announced that there would be an inquiry into airport capacity in London and the south-east under Howard Davies, and that there would be recommendations from that inquiry in due course, most probably after the next general election. Last week, in reply to a question from the journalist Andrew Neil, the Minister with responsibility for aviation said that the recommendations of that inquiry would be accepted and implemented by the Government. That changes the status of that inquiry from an advisory body to one that will automatically implement policy. Have you received any notice that there will be a ministerial statement about the terms of reference of the inquiry, its status or its revised timetable?",,2012-10-24 00:00:00,John McDonnell,Points of Order
"This point coincides with a private Member’s Bill in my name on the appointment of the Governor of the Bank of England. I can understand   that the Government—or rather, the Chancellor of the Exchequer—might have some anxieties about that, but I cannot see why anybody should have any anxieties about the adjudicator being appointed with the approval of the relevant Select Committee. In fact, that is exactly what happened with the Office for Budget Responsibility. The appointment of the chair—in fact, the members were there too—was subject to the approval of the Treasury Committee. The post of adjudicator needs to be given sufficient authority, which often stems from the process of appointment. If the appointment was subject not only to pre-examination and review and so on, but to approval by the relevant Select Committee, that would send a message to the supermarkets and anybody else that the Government were serious about this job, and the individual concerned would have the full authority of this House to do as he or she saw fit in implementing the legislation. That is not an awful lot to concede, really. It is rare to find such unanimity on the Back Benches across all parties. I genuinely do not understand why the issue of fines has arisen. In the old days, an influential figure in a sector of industry would phone No. 10 and the Prime Minister would drag in the Secretary of State and say, “We’re not having it, so you’d better amend it.” I hope none of that has gone on. I hope we will get a rational process in Committee, an acknowledgement of the unanimous view on the Back Benches and a Government amendment on fines that we can all agree on. If the Government strengthened the role of the new body—with the unanimous approval of this House, which they would get, because they have had it so far, apart from on this one issue—they could put down a marker to show that the Government mean business on this issue, and so do all legislators in this House. In that way, the proposal will prove to be effective; otherwise, I make this prediction. There will be rows. The adjudicator will come forward, there will be publicity about a particular instance, the supermarket might pull back for a few months, or maybe a year, then it will return to its practices and we will end up going round the cycle yet again, most probably in two years’ time. We will be kicking ourselves and asking, “Why didn’t we give the adjudicator powers to fine?” Rather than waiting and revisiting the issue, why not do that now? As for the order being in place and the choice being between fines in the Bill and fines in a statutory instrument that would take six months to introduce, there are people here with more experience than I, but getting a statutory instrument through this House can be quite difficult to say the least. If there is a civil servant out there or someone lobbying, the fastest I have seen it happen is 18 months to two years, so I have some scepticism about getting an SI through in that time. There will be lots of vying for parliamentary time in discussions with the Leader of the House and something could crop up that sends this issue to the back of the queue. It is not just a matter of saying, “Well, if it doesn’t work, we’ll bring forward an order in six months.” Instead, we could be waiting beyond the next Parliament. Some elements in the industry could play on and exploit that as part of their lobbying practices. Ultimately, if the ability to fine were put in the Bill and a fine were imposed that the supermarkets, or whoever, were unhappy with, they would resort to a court of law anyway. If they felt that there was something   wrong with the process, they could ask for a judicial review of the Government or the adjudicator. They have all the facilities to do that anyway, so I am not completely sure what the Government are arguing about on that point. I am hoping that we can have a rational process, and that the Government will see reason and table the appropriate amendments in Committee. I also hope that the work that has been done over the years by all those hon. Members who have been congratulated today will come to fruition in an effective piece of legislation.",,2012-11-19 00:00:00,John McDonnell,Groceries Code Adjudicator Bill [Lords]
