time,debate,text,date,mp
,UK-US: Future Relationship,"You anticipate what I was about to say, Mr Speaker. Of course, my right hon. Friend would   be a very good candidate. On the other hand, as the House knows full well, we have a first-rate ambassador in Washington doing a very good job of relating with the present Administration and the Administration to be. There is no vacancy for that position.",2016-11-22 00:00:00,Boris Johnson
,UK-US: Future Relationship,"Of course, Mr Brandon Dixon, of whom, I am afraid, I was hitherto unaware is perfectly at liberty to come to this country, assuming that all visa requirements are met, and to spread his message. We look forward to having a new American ambassador in due course to follow in the footsteps, if I may say so, of one of the most distinguished US ambassadors we have seen in this country in recent years, Matthew Barzun.",2016-11-22 00:00:00,Boris Johnson
,UK-US: Future Relationship,"I am grateful to my hon. Friend, who catches the mood of the House. We have already settled that question: we have an excellent ambassador in Washington who is doing a first-rate job and there is no vacancy.",2016-11-22 00:00:00,Boris Johnson
,UK-US: Future Relationship,"The right hon. Gentleman will know that that is one of our top priorities. As part of our global Britain campaign, we have an enhanced forward presence in the Baltic states and a battalion is being sent there. It is vital that we get over the message that NATO and article 5 of NATO have been the guarantor of peace and stability in our continent for the last 70 years. That is a point that is well understood in Washington, but which we will repeat.",2016-11-22 00:00:00,Boris Johnson
,UK-US: Future Relationship,"My right hon. Friend asks a thoughtful and important question because, as I said to the right hon. Member for Delyn (Mr Hanson), it is vital that we get our message across about the vital importance of NATO, of free trade and free enterprise, and of sticking up for the values that unite our two countries. That is the message that I know the Prime Minister will put across when she goes there, and it is certainly the message that will be delivered at all levels from the UK Government.",2016-11-22 00:00:00,Boris Johnson
,UK-US: Future Relationship,"I think the right hon. Gentleman is too early with his verdicts. We will engage with the Administration-to-be at all levels; indeed, we are already doing so, and I had a very good conversation with Vice-President-elect Mike Pence. We see eye to eye on a great many matters. As I have said, there is no ambassadorial vacancy in Washington given our excellent ambassador.",2016-11-22 00:00:00,Boris Johnson
,UK-US: Future Relationship,"I think that what the world needs now is the UK to build on its relations with the United States, which, as most people in the House accept, are of fundamental importance for our security. As I have said very candidly to hon. Members, there are three central points we will be making to our friends: the vital importance of the transatlantic alliance of NATO, the importance of free trade and free enterprise, and the importance of jointly promulgating the values that unite our two countries. That is the message.",2016-11-22 00:00:00,Boris Johnson
,UK-US: Future Relationship,"It is vital that we are as positive as we can possibly be about the new Administration-elect. As I have said to the House before, I believe that the UK-US relationship is vital, and I think that President-elect Trump is a deal maker. The UK has led on climate change globally, and we have had outstanding success. I will be open with the House that we will be taking to the Administration-to-be the message that we believe that the issue of climate change is important; it is of importance to the United States and the world.",2016-11-22 00:00:00,Boris Johnson
,Yemen,"Most fair-minded Members of the House will recognise that under pressure about whether she would suspend UK arms sales to Saudi Arabia and the huge economic damage that that would entail, the hon. Lady retreated in the course of her remarks. I thought that was very striking and her judgment was entirely correct. We take our arms export responsibilities very seriously indeed. This country operates one of the toughest control regimes in the world. All export licence applications are assessed on a case-by-case basis against the established criteria. The most relevant test is whether there is a clear risk of those weapons being used in a serious violation of international humanitarian law. We keep this under careful and continuous review.",2016-10-26 00:00:00,Boris Johnson
,Yemen,"I am grateful to the right hon. Gentleman for that intervention. Of course we are pressing for a full investigation, particularly of the attack on the funeral hall in Sana’a on 8 October, which shocked so many people around the world. The following day I raised this country’s concerns with the Saudi Foreign Minister and pressed for a full investigation. I asked the Under-Secretary of State for Foreign and Commonwealth Affairs, my hon. Friend the Member for Bournemouth East (Mr Ellwood), to visit Riyadh to underline the strength of our feelings. An investigation is now taking place—the interim findings were announced on 15 October—and we look forward to its completion. I welcome Saudi Arabia’s public commitment to review their rules of engagement and their command and control system and to take action against those responsible.",2016-10-26 00:00:00,Boris Johnson
,Yemen,"I am afraid that I must make some progress, as many Members wish to speak in the debate. The Saudi Government have thus far approached the matter with the great seriousness it deserves—I think that those who have had the chance to interrogate the Saudi Foreign Minister in this House would agree. However, the House should be in no doubt that we are monitoring the situation minutely and meticulously,    and that we will continue to apply our established criteria for granting licences with fairness and rigour and in full accordance with UK law. Those who say, as apparently the Opposition now do in their motion, that we should simply disregard those legal procedures should be in no doubt that we would be vacating a space that would rapidly be filled by other western countries that would happily supply arms with nothing like the same compunctions, criteria or respect for humanitarian law. More importantly, we would, at a stroke, eliminate this country’s positive ability to exercise our moderating diplomatic and political influence on a crisis in which there are massive UK interests at stake. To the hon. Member for Islington South and Finsbury, who sought to draw ill-informed and inapposite comparisons, in what I thought was a singularly inappropriate analogy, between what is happening in Yemen and what is happening in Syria, I respectfully say that all wars are horrific and involve loss of innocent life, but important distinctions need to be made with the carnage taking place in Syria, where poison gas and barrel bombs are being used on the civilian population in a campaign of barbarism that has cost 400,000 lives and driven 11 million people from their homes. She should not let analogy replace analysis in what she says. Britain is at the forefront of efforts to hold the Assad regime in Syria to account, and we are at the forefront of delivering humanitarian aid to the entire region. We can be proud of our efforts to address the humanitarian crisis in Yemen—the whole House can be proud of what we are doing. As the hon. Member for Islington South and Finsbury said, some 7 million people in Yemen face severe food shortages. Last month my right hon. Friend the Secretary of State for International Development hosted an event in New York that raised $100 million for the people of Yemen, on top of the £100 million contributed by the people of this country. We in Britain stand ready to do whatever we can to alleviate the suffering of the innocent, and the best service we could perform would be to help them secure a peaceful settlement. The Government’s position is clear: the conflict in Yemen must end; and a political agreement between the Yemeni parties must be found. I agree with the hon. Lady: for that, we need a durable ceasefire and a return to negotiations. I agree with what she says, in that we should do everything we can to support the UN envoy, Ismail Ould Cheikh Ahmed. But in the end, it is the Yemenis themselves who must also compromise. Peace is what the Yemeni people need and deserve, and that can only come from a political and a diplomatic solution. In helping to bring about that political and diplomatic solution, I believe this country, once again, is helping to show the way.",2016-10-26 00:00:00,Boris Johnson
2017-05-01 12:36:00,Counter-Daesh Campaign: Iraq and Syria,"Thank you very much, Mr Speaker. With your permission, I shall make a statement updating the House on the campaign against Daesh in Iraq and Syria. Two years ago, a global coalition that now embraces 67 members came together with the overriding aim of destroying Daesh. The words of one Iraqi recently liberated from Daesh demonstrate in vivid terms why that goal is so necessary. He said of living under  Daesh: “Life was a disaster. We felt like captives and we were afraid all the time.” Our campaign has now reached a crucial moment. Iraqi forces have fought their way to the eastern fringe of Mosul, two weeks after the onset of an offensive designed to break Daesh’s grip on the largest city within its domain. I want to update the House today on every aspect of the effort to vanquish Daesh and on Britain’s role in this endeavour. I turn first to the situation around Mosul. Iraqi security forces and Kurdish peshmerga are advancing on the city from the east and the south. The town of Bazwaia, just two miles east of Mosul, is among several dozen settlements that have been liberated. Iraqi spearhead units have advanced still further, striking as far as the outskirts of Mosul itself. Overall, the campaign is making good progress. In some areas, Daesh has mounted fierce resistance, dispatching scores of suicide bombers against the liberating forces. It has mounted diversionary attacks in the city of Kirkuk and as far away as the town of Rutba, almost 400 miles south-west of Mosul. The House can be sure that Daesh will be driven from Mosul, but this is the toughest task that Iraq’s security forces have yet encountered, and success will take  time. We have worked tirelessly with the Government of Iraq, the Kurdish regional government, the United Nations and our coalition partners to prepare for this campaign. The aim is to defeat Daesh in a way that protects civilians, minimises human suffering and promotes a political settlement. I pay tribute to Prime Minister Abadi for his statesmanship and his acute awareness that genuine Iraqi national reconciliation must follow Daesh’s defeat. The terrorists have threatened to inflict a scorched earth campaign once the loss of Mosul becomes inevitable. Already, they have set oil wells ablaze and destroyed a sulphur plant south of the city, releasing clouds of noxious gas. Daesh’s vindictiveness in defeat may cause many of Mosul’s people to flee. The Iraqi Government are leading the humanitarian response, helped by aid agencies and the UN. My right hon. Friend the Secretary of State for International Development has announced a further £40 million of UK humanitarian aid, focused on Mosul. I commend her leadership, which has placed Britain at the forefront of the international response, bringing the total amount of British aid pledged for Iraq to almost £170 million. Even before the advance on Mosul, the coalition and local forces had broken Daesh’s grip on about half of the territory it once controlled in Iraq and a quarter in Syria. Our armed forces have been crucial to this effort. The House will wish to join me in paying tribute to British servicemen and women who are working tirelessly to vanquish Daesh and keep our country safe. On the ground, we have 500 British soldiers in Iraq, where they are helping to train that country’s forces. Across the middle east, nearly 1,350 British military personnel are supporting operations against Daesh. Our troops have helped to train more than 29,000 members of the Iraqi security forces, including some units now approaching Mosul. As my right hon. Friend the Secretary of State for Defence announced last week, the UK will resume training of vetted members of Syrian opposition groups to fight Daesh. In the air, the RAF has delivered 1,105 air strikes against Daesh—1,038 in Iraq and 67 in Syria. With the exception of the United States, no country’s air force has carried out more strikes. However, as the Chilcot report reminded us, the gains of any military operation will be preserved only if they are followed by the painstaking task of stabilisation and rebuilding lives. As more areas are liberated from Daesh, protecting the population and helping them to return to their homes is a central priority of the Government of Iraq, working alongside the coalition and the UN. Britain is providing over £15 million for UN stabilisation efforts. Wherever Daesh is driven back, we are helping to fund the UN to clear the lethal explosives the terrorists leave behind, repair water supplies, restore power networks and reopen schools. So far, over 775,000 people have been helped to return home to liberated areas of Iraq, including the Sunni heartlands of the Euphrates  valley. Daesh’s defeats on the battlefield are helping to counter its ideological narrative. The UK leads the coalition’s efforts in this area. We host the coalition’s global communications cell in London, where experts from 10 countries are working together to blunt the edge of terrorist propaganda. Daesh’s propaganda output has fallen by around 70% in the last year. As one defeat succeeds another, they are increasingly seen for what they are: a failing and disintegrating movement. On 19 September at the UN in New York, I launched a global campaign, alongside my Iraqi and Belgian counterparts, to bring Daesh to justice. Our aim is simply justice for all those affected by Daesh, regardless of their religious beliefs and including those who suffered in terrorist attacks around the world. I intend the campaign to be led by the UN and to begin by gathering and preserving evidence of Daesh crimes in Iraq. However long it may take, those who committed unspeakable acts must be brought to justice. I turn now to the situation in Syria. As the House debated in September, the brutality of Assad, and the misguided interventions of Russia and Iran, are prolonging the civil war and postponing the final defeat of Daesh. Assad and his allies have hurled their strength against opposition-held eastern Aleppo. Russia and Iran claim to be fighting Jabhat al-Nusra, the Syrian branch of al-Qaeda, yet they have joined forces with Assad to carry out an assault on eastern Aleppo, where 275,000 people are living under siege and where the UN has been unable to deliver aid for the last four months. The House should be in no doubt that the attack on eastern Aleppo has little to do with defeating terrorism and everything to do with preserving Assad’s blood-soaked regime. Wherever Daesh has lost ground in Syria, this has frequently owed nothing to Assad or his backers. In August, it was the Syrian Democratic Forces that threw Daesh out of the town of Manbij. In September, moderate armed opposition groups, helped by Turkish forces, expelled Daesh from Dabiq, a town in northern Syria of great symbolic significance. The same combination drove Daesh from the towns of Jarabulus and al-Rai. The lesson is clear. While Assad, Russia and Iran inflict untold suffering on eastern Aleppo, it is Turkey and the moderate Syrian opposition who are pressing on with the task of defeating Daesh. Meanwhile, the humanitarian situation across Syria is appalling. More than five years of civil war have killed or displaced about half of the entire population. Last Wednesday, Stephen O’Brien, formerly a member of this House and now the UN’s Under-Secretary-General for Humanitarian Affairs, gave a briefing to the Security Council and I would recommend that every Member read it. He described the “apocalyptic horror” being visited upon eastern Aleppo. Only six partially functioning hospitals survive in this besieged wasteland where fewer than 30 doctors struggle to bind the wounds of a population under relentless assault. Last Friday, a rebel alliance that includes Syria’s branch of al-Qaeda attacked regime-held western Aleppo. They shelled the area and killed at least 40 civilians, including children. I condemn attacks on civilians whoever carries them out—I am sure the whole House will agree. Britain has pledged £2.3 billion to the Syria relief effort—our largest ever response to a single crisis, making us the second biggest humanitarian donor behind the US—but in the end a political transition away from Assad is the only way to end the civil war and defeat Daesh. That is why I convened a meeting on 16 October in London of our key partners, including Secretary Kerry of the United States. We discussed our options for responding to the situation in Syria, particularly the humanitarian crisis in Aleppo. The EU Foreign Affairs Council has agreed to increase the pressure on Assad, including by imposing sanctions on more members of his regime. Last week, another 10 individuals were added to the EU sanctions list, including military commanders responsible for ordering chemical attacks and planning assaults on Aleppo. At the same time, a UN investigation confirmed yet again what this Government have long known, namely that Assad’s forces have repeatedly used poison gas. The UN’s Joint Investigative Mechanism has concluded that regime forces employed chemical weapons three times and Daesh once. We are pressing for a UN resolution to hold accountable those who used such horrific weapons in defiance of the rules of war. If Russia chooses, once again, to protect Assad by casting its veto, it will be shielding someone whose forces have been found guilty over and over again—by a UN investigation that the Kremlin itself supported—of killing their own people with poison gas. I say that vetoing such a resolution would be unconscionable. But I wish to make one point abundantly clear: Russia could win the acclaim of the world by permanently halting the bombing of civilians   and persuading Assad to return to negotiations. As well as being profoundly right in itself, that would be the single greatest contribution that Russia could make to the struggle against Daesh. Daesh is also coming under pressure in Libya. Forces aligned to the Government of National Accord, supported by US airstrikes, have weakened Daesh’s hold on the city of Sirte. The international community must support the full implementation of the Libyan political agreement, and that was why Secretary Kerry and I co-hosted a meeting on Monday with key international partners and the Libyan Prime Minister, Mr al-Sarraj. Hon. Members should have no false hopes. Despite our efforts and our progress, Daesh remains determined and fanatical. Its defeat will require the liberation of Raqqa, its stronghold in Syria. Even as Daesh is being routed on the battlefield, our country still faces a grave threat from terrorism, so I pay tribute to the dedication of those in our security and intelligence services, who have foiled 12 plots to attack the UK since September 2013. The flow of British citizens to join Daesh or other terrorist groups in Syria has fallen steadily since the beginning of 2015. Approximately 850 people of national security concern have travelled to Syria since the war began. We estimate that just under half have returned, and 15% have been killed. In conclusion, the campaign to liberate Mosul opens a vital chapter in the struggle against Daesh. It will not be the final one, but Daesh is now in retreat on every battlefront in Iraq and Syria. After so much bloodshed, its downfall is not a matter of if but when. I commend this statement to the House.",2016-11-03 00:00:00,Boris Johnson
,Counter-Daesh Campaign: Iraq and Syria,"I am very grateful to the hon. Lady for her general support for the progress that has been made by the coalition forces, involving 67 nations, in defeating Daesh in Iraq and Syria. British servicemen and women in that theatre will welcome her words and the support from the House of Commons. Let me deal with some of the points that the hon. Lady raises. She asked about Mr al-Baghdadi’s propaganda video inciting people to fight, which many Members will have seen. It is a cruel irony that, as she may know, some of the intelligence we have suggests that the gentleman in question has vacated the scene, but he is none the less using internet media to encourage people to take part in violence. The hon. Lady asked the most important question, which is really about the management of Mosul after it is recaptured. I am talking about the management of a city of 1.5 million people who are mostly Sunnis. How will it be managed? It is vital that that should be done with a force that is plural in its composition—President Abadi and the Iraqi forces have done their level best to ensure that it is so—and that there is a government structure that commands the confidence of the people of Mosul, that delivers services for the people of Mosul, and that gets that town running again in a way that, frankly, it has not done under the tyranny of Daesh. I can give the hon. Lady every possible reassurance that a huge amount of preparation has been made over many, many months by the United Nations Development Programme and others, with the active participation of this and other Governments around the world who wish to see a secure future for that city. Everybody understands the paramount importance of bridging the sectarian divide. Prime Minister Abadi has talked the right language about wanting to reconcile his country and the communities therein. The hon. Lady asks about the timetable for the recapture of Raqqa and the American plans for that. It would be premature to give such a timetable now. What Ashton Carter was referring to was the plan to isolate Raqqa rather than specifically to recapture it. I do not think that we should get into detailed speculation about the timetable now. None the less, looking at the situation in the round, I think that the House will accept that considerable progress is being made by the coalition in defeating Daesh, which not only has sustained a series of military defeats but, since 2014 when this campaign began, has lost Tikrit, Baiji, Sinjar, Ramadi, Hit, Ruqba and Fallujah in Iraq. In the Kurdish areas of Syria, it has lost al-Shaddadi, Manbij, Dabiq, Jarabulus and al-Rai. Very substantial progress has been made territorially, which is having a profound moral impact on the credibility of that evil body and exposing it for what it is: a disintegrating and failing terrorist organisation.",2016-11-03 00:00:00,Boris Johnson
,Counter-Daesh Campaign: Iraq and Syria,"It is vital that where Turkey can be useful—it certainly can be useful, and is more than useful in the struggle against Daesh—we maximise and optimise its contribution. Clearly there are sensitivities and difficulties that need to be managed, particularly in its handling of the Kurdish areas, where there is a risk of disagreement about the nature of some of the Kurdish groups and the threat that they pose to Turkey, and the utility that they have for the world in defeating Daesh. I am confident that we will be able to work towards the stabilisation of Mosul. As my hon. Friend knows, the UK has made considerable financial contributions towards that effort already. In September, we announced £40 million in humanitarian assistance for Mosul, bringing our total contribution to £169 million. We are also providing £300 million in loan guarantees to Iraq through the World Bank. Clearly this process must primarily be done by the Government of Iraq. This is a massive moral and political challenge for them, and obviously we are doing everything we can to support them.",2016-11-03 00:00:00,Boris Johnson
,Counter-Daesh Campaign: Iraq and Syria,"I am grateful to the hon. Lady for her questions. She is right to be concerned about the possible westward movement of refugees from Mosul and the possible movement of Daesh terrorists from Mosul to Raqqa. That is certainly being considered in a military context. The United Nations High Commissioner for Refugees is currently budgeting for a migration of about 90,000 people. Preparations have been made. The UK, as I said earlier, is at the forefront of funding preparations for any such eventual movement. Clearly, the success of the operation in Mosul will largely dictate how that turns out. On the hon. Lady’s point about the Kurdish opposition and the High Negotiations Committee, let us be in no doubt that the HNC is a broad-based grouping that brings together people from across Syria. It has a great deal of credibility as a pluralistic and forward-looking entity that captures the possible future for that country and shows that there really can be a future for Syria without Assad, who can no longer govern that country given that he is overwhelmingly responsible for the deaths of the majority of the 400,000 people who have died in that conflict. The HNC has a great deal of credibility and we should be giving it our full backing.",2016-11-03 00:00:00,Boris Johnson
,Counter-Daesh Campaign: Iraq and Syria,"My hon. Friend raises an extremely good point. As I mentioned to the House a few weeks ago and repeated just now, the UK has launched a campaign, working with our partners, to bring to justice the Daesh terrorists, the perpetrators of violence and crimes against humanity. As I said before, the mills of justice grind slowly but they grind small. We are assembling the evidence, supporting NGOs in the gathering of evidence and working with our partners to establish exactly what legal mechanism would be most suited to bringing those people to justice.",2016-11-03 00:00:00,Boris Johnson
,Counter-Daesh Campaign: Iraq and Syria,"I pay tribute to the long-standing commitment that the hon. Lady has shown to this cause. I will give the undertaking that she asks for, in the sense that we are working on that the whole time. The House will have heard me explain before that some options commend themselves to people in a slightly glib way—we talk about no-fly zones or no-bomb zones—and they sound easier than they are, but as I am sure the hon. Lady will know, there are other things that we could and should be doing. We can do them only in a coalition of international partners, and, as the Prime Minister rightly said at the October European Council, no option is off the table.",2016-11-03 00:00:00,Boris Johnson
,Counter-Daesh Campaign: Iraq and Syria,"With his characteristic brilliance, my right hon. Friend asks a very difficult but hypothetical question which, given that it is hypothetical, I am entitled to decline to answer. What I can say is that I believe that under any circumstances, whatever happens in the United States on Tuesday of next week, the relationship between the UK and the US is the single most important political relationship in the world and will continue to be robust.",2016-11-03 00:00:00,Boris Johnson
,Counter-Daesh Campaign: Iraq and Syria,"I cannot, as I say, comment on the elections in another very friendly country. We have to wait and see what happens there, but I do not think that anybody here wants the United Kingdom under any circumstances to abandon its driving role in that question.",2016-11-03 00:00:00,Boris Johnson
,Counter-Daesh Campaign: Iraq and Syria,"My hon. Friend is completely right. We have a proud record in this country of contributing to humanitarian relief and to the care of refugees—the single biggest contributor after the United States. As the House will know, £2.3 billion is the total envelope of our commitment to humanitarian relief for the area.",2016-11-03 00:00:00,Boris Johnson
,Counter-Daesh Campaign: Iraq and Syria,"We are looking at that. It will not surprise the hon. Gentleman to know that the advice I have had so far is that that would almost certainly not work, but I have asked our officials to go back and see what they can do. I have studied the proposal with interest and with care. The hon. Gentleman should not get his hopes too high, but we should rule nothing out.",2016-11-03 00:00:00,Boris Johnson
,Counter-Daesh Campaign: Iraq and Syria,"My right hon. Friend asks the fundamental question. Everybody who has talked to Prime Minister Abadi or Foreign Minister al-Jaafari, as I have, will feel that they understand what they need to do. They get the scale of the problem and the credibility that they need to build with their own people. Whether they will achieve that is a matter for them. It is vital that they do not shirk their responsibility, and we will give them every possible support.",2016-11-03 00:00:00,Boris Johnson
,Counter-Daesh Campaign: Iraq and Syria,It is vital that freedom of religious belief should be guaranteed under the Iraqi constitution and under the future Syrian constitution. That is why I made the point to the hon. Member for Ochil and South Perthshire (Ms Ahmed-Sheikh) about the pluralism of the High Negotiations Committee. That is something that we have stressed time and again to Prime Minister Abadi and it is very much part of his manifesto and his plans for the country.,2016-11-03 00:00:00,Boris Johnson
,Counter-Daesh Campaign: Iraq and Syria,I thank my right hon. Friend for his excellent work in tracking down missing persons. I can assure him that both he and his organisation will continue to receive the full support of the Foreign Office and of Her Majesty’s Government.,2016-11-03 00:00:00,Boris Johnson
,Syria,"I pay tribute to the forcefulness with which the hon. Lady has advocated this course. I must say that I wish that, three years ago, the then Labour Opposition had been as resolute in wishing to see that kind of engagement to protect the people of Syria. A critical decision was taken then, as the right hon. Member for Exeter (Mr Bradshaw) well remembers, which has made things much more difficult for us today. I want to see the will of this House clearly expressed in support of what the hon. Lady has said.",2016-10-18 00:00:00,Boris Johnson
,Syria,rose—,2016-10-18 00:00:00,Boris Johnson
,Syria,"I thought my right hon. Friend’s question was excellent. It goes to the heart of what is happening at the moment. As I said earlier, the space vacated by western powers has been occupied, I am afraid, by the Russians. We need to do whatever we can now to put pressure on the Russians—through sanctions, through the threat of the International Criminal Court— [ Interruption. ]  Indeed, and through measures such as the hon. Member for Rhondda (Chris Bryant) suggests from a sedentary position. These measures are already in place in this country.",2016-10-18 00:00:00,Boris Johnson
,Syria,"I am grateful to the hon. Gentleman but, alas, I think that what is really needed at this stage is a tough approach, because the primary cause of the suffering of the people of Aleppo is the Syrian regime. That is overwhelmingly responsible for the deaths of 400,000 people in the conflict so far. That regime is backed by its Russian puppeteers, and it would be a fatal mistake if we were now to lose sight of that priority, and to give up on applying the pressure that is needed on Russia and its Syrian clients.",2016-10-18 00:00:00,Boris Johnson
,Topical Questions,"My priority for the rest of 2016 is to ensure that there is a robust and measured response to the crisis in Syria, while pressing home our campaign against Daesh and working alongside our allies to protect the rules-based international system against the ambitions of Russia, and to achieve an ambitious and outward-looking global Britain.",2016-10-18 00:00:00,Boris Johnson
,Topical Questions,"I have set out our position on Mr Tsege in an open letter on gov.uk. I cannot, I am afraid, comment further, because our handling of this case is the subject of ongoing legal proceedings.",2016-10-18 00:00:00,Boris Johnson
,Topical Questions,"The most important thing at this stage is that the UK is leading the way in accumulating evidence against those responsible for these crimes. It will be essential, ultimately, that we have good secure   testimonials against those responsible and I have no doubt that in due course they will be useful. The mills of justice grind slowly, but they grind small.",2016-10-18 00:00:00,Boris Johnson
,Topical Questions,"On the contrary, the meeting on Sunday was extremely successful in the sense that there was a unanimous agreement from all the parties concerned—not only France, Germany and Italy, but Turkey, Saudi Arabia, Qatar, the United Arab Emirates, the United States and ourselves—that we should proceed to put pressure on the Assad regime and its puppeteers in the form of the Russians on the basis that I have already outlined to the House: economically, diplomatically, through the United Nations and through the use of the International Criminal Court.",2016-10-18 00:00:00,Boris Johnson
,Topical Questions,"I have a constant exchange of views with my friends and colleagues from the Department for Exiting the European Union and the Department for International Trade. We are a nest of singing birds, Mr Speaker, as you can imagine. Things are working extremely well, which might come as a surprise to the hon. Lady, and I have no doubt whatever that we will do a fantastic deal in the interests of the UK and in the interests of a strong European Union.",2016-10-18 00:00:00,Boris Johnson
,Topical Questions,"One of the most extraordinary things that I discovered on becoming Foreign Secretary was the full extent of the network that the UK has around the world. We have more coverage overseas than the French with only 70% of their budget. My experience of UK diplomats and trade officials is that they are superlatively well informed about the needs of UK business and industry, and that they will assist us in doing first-class free trade deals in every capital.",2016-10-18 00:00:00,Boris Johnson
,Topical Questions,"I am grateful to my right hon. Friend for her question. I can tell her that my view remains absolutely crystal clear—adamantine—that we will be better off extricating ourselves from the toils of the EU legal system. As the Prime Minister rightly said, we are going to leave the penumbra of European legislation and that is the right thing to do for this country. We will go forward with a fantastic free trade deal in goods and services that will be good for this country and good for the EU.",2016-10-18 00:00:00,Boris Johnson
2017-05-01 16:20:00,Yemen,"I beg to move an amendment, to leave out from ‘crisis;’ to the end of the Question and add: “and calls on the Government to continue to support the UN Special Envoy in his ongoing efforts to achieve a political solution to bring sustainable peace to Yemen.”. I am grateful to the Opposition for selecting this vital subject for debate. The war in Yemen has reached a critical moment, and I welcome this opportunity to set out what Britain and our allies are doing to help restore the peace and stability that Yemen’s people so desperately need. First I should remind the House how this tragic conflict began and, in particular, how Saudi Arabia and a coalition of Gulf states came to intervene, because, contrary to the impression given in some quarters, they did not act out of some spontaneous desire to invade Yemen and attack its civilian population. Saudi Arabia and its allies were responding to a crisis that was forced on them and that posed a grave threat to international peace and security. This round of the conflict began in September 2014, when Houthi rebels overran Yemen’s capital, Sana’a, in collusion with Ali Abdullah Saleh, the previous President, and with the reported backing of Iran. Their aim was to overthrow Yemen’s legitimate Government. In January 2015, President Hadi, the serving leader, was forced to flee his own capital for the safety of Aden, a move that availed him of nothing, because two months later the Houthis attacked the south, striking as far as the outskirts of Aden and forcing President Hadi to flee his country altogether.",2016-10-26 00:00:00,Boris Johnson
,Yemen,"The situation in Yemen is potentially disastrous, and it is vital that we stand by the people of Yemen and by the coalition that is trying to sort it out. The position when President Hadi was forced to flee was potentially disastrous. Yemen is a country of 26 million people, more than half of whom are under the age of 18. There is a long-standing presence of al-Qaeda in that country, which has a history of fratricidal bloodshed and chronic instability. At that moment, there was a clear risk that the country would fall into the hands of forces avowedly hostile to Saudi Arabia, which shares an 800-mile border with Yemen, one that is vulnerable and porous. It was against that background that the Saudis and their allies took a decision to intervene in Yemen in March 2015—a decision that was not only justified, but legally sound.",2016-10-26 00:00:00,Boris Johnson
,Yemen,"I will give way in a moment. President Hadi had formally requested military action to restore his Government, while the Arab League and the Gulf Co-operation Council had both called for “all means and measures to protect Yemen and deter Houthi aggression”. Their fears have plainly been borne out: mortar bombs and rockets have frequently been fired over the frontier and into Saudi territory. Only two weeks ago, the Houthis launched a Scud missile which flew 300 miles into Saudi Arabia, exploding outside Taif, a city the size of Birmingham that has a population of 1.2 million and lies close to Mecca. The last time Saudi Arabia came under bombardment from Scud missiles, the weapons were fired by Saddam Hussein. As the House will readily appreciate, this conflict has wider regional and global ramifications. Yemen sits beside the Bab el-Mandeb straits, running between the Red sea and the Indian ocean. On the same day as the Scud was fired at Saudi Arabia, the Houthis launched two other missiles at an American destroyer passing through the Bab el-Mandeb. On earlier occasions, they had fired missiles at civilian vessels plying this vital   shipping lane. Every trading nation in the world, including this one—particularly this one—has a vital interest in safe passage through those straits.",2016-10-26 00:00:00,Boris Johnson
,Yemen,"It was absolutely right to support President Hadi and to recognise the scale of the crisis that Yemen faces. As I have been explaining to the House—I am glad that the hon. Gentleman accepts that I am laying out the case in a forensic manner—Britain has important interests at stake. By the way, it is right that we should be discussing this subject this afternoon. Furthermore, I can assure the House that, over the past few months, this country has been leading the way in a sustained diplomatic effort to try to settle that conflict.",2016-10-26 00:00:00,Boris Johnson
,Yemen,"I will give way in just a second. In my first week as Foreign Secretary, we convened a meeting on Yemen with my American and Saudi counterparts and others at Lancaster House. At the United Nations General Assembly in September, I brought together all of the Gulf Foreign Ministers along with the United Nations Special Envoy, Mr Ismail Ould Cheikh Ahmed. Together with the United States and other partners, we are doing all we can to support the efforts of Mr Ismail Ould Cheikh Ahmed to mediate a political settlement—and there must be a political settlement. The only way forward is to get a political settlement. The hon. Member for Islington South and Finsbury (Emily Thornberry) is absolutely right that the first step towards achieving that settlement must be an enduring ceasefire, which is precisely what we are calling for. I welcomed the three-day cessation that occurred last week, and our efforts are now directed at securing a new cessation of hostilities.",2016-10-26 00:00:00,Boris Johnson
,EU Referendum,"Since becoming Foreign Secretary, I have engaged with many of my counterparts across Europe and beyond, including partners as far afield as Turkey and Japan. Those discussions have of course touched on the outcome of the referendum and the Government’s plans to enact the result.",2016-10-18 00:00:00,Boris Johnson
,EU Referendum,"My hon. Friend will know that since the referendum result there has been a £24 billion investment from Japan in this country from SoftBank alone, and Japanese investment continues to come into this country. I think that all Japanese investors, and indeed investors around the world, can be secure in the knowledge that we will get the best possible deal for goods and services that will allow their companies to flourish and to prosper in this country as never before.",2016-10-18 00:00:00,Boris Johnson
,EU Referendum,"The people of Scotland obviously had a referendum in 2014 and voted convincingly to remain in the United Kingdom. This was a United Kingdom decision. We will continue the negotiations as a United Kingdom, and we will get a fantastic deal for this country and a strong deal for the EU—both a strong UK and a strong EU.",2016-10-18 00:00:00,Boris Johnson
,EU Referendum,Tutti gli Italiani sono benvenuti a Londra.,2016-10-18 00:00:00,Boris Johnson
