date,text,mp,time,debate
2015-06-10 00:00:00,"My hon. Friend is right. We have introduced limitations for large solar farms, and we will consider what else we can do in this regard. I also agree with him that solar energy is best dealt with by community energy projects. It should not be on people’s houses; it should be on public buildings and factories. That is an excellent way of generating solar energy, and it has become much more affordable and possible since the price has fallen so much under this Government and the previous one. [Official Report, 11 June 2015, Vol. 596, c. 1MC.] Last year was our best year ever for new build renewable energy finance according to Bloomberg New Energy Finance, with the UK ranked 4th in the world behind   only China, the US and Japan. Renewable generation now provides almost a fifth of our electricity needs and often exceeds that. Last Saturday afternoon, for instance, renewables provided as much as 42% of Great Britain’s electricity. Not only are we increasingly using clean energy, but we are increasingly saving energy as well. Thanks in part to the Government’s energy efficiency drive, energy consumption fell by 7% between 2013 and 2014.",Amber Rudd,,Climate Change
2015-06-22 00:00:00,"With your permission, Mr Speaker, I would like to make a statement on ending new subsidies for onshore wind. The Government are committed to meeting objectives on cutting carbon emissions and to continuing to make progress towards the UK’s 2020 renewable energy targets. The renewable electricity programme aims to deliver at least 30% of the UK’s electricity demand from renewables by 2020. We are on course to achieve that objective. Renewables already make up almost 20% of our electricity generation and there is a strong pipeline to deliver the rest. As we decarbonise, it is imperative that we manage the costs to consumers. Although renewable energy costs have been coming down, subsidies still form part of people’s energy bills, and as the share of renewables in the mix grows, the impact gets proportionately larger. One of the Government’s priorities is to bring about the transition to low-carbon generation as cost-effectively and securely as possible. The levy control framework, covering the period up to 2020-21, is one of the tools to help to achieve that. It limits the impact of support for low-carbon electricity on consumer bills. We have a responsibility to manage support schemes efficiently within the levy control framework to ensure that we maintain public support for the action we are taking to bring down carbon emissions and to combat climate change. Government support is designed to help technologies to stand on their own two feet, not to encourage a permanent reliance on subsidies. We must continue to take tough judgments about what new projects get subsidies. Onshore wind has deployed successfully to date and is an important part of our energy mix. In 2014, onshore wind made up around 5% of electricity generation, supported by around £800 million of subsidies. At the end of April 2015, there were 490 operational onshore wind farms in the UK, comprising 4,751 turbines in total. Those wind farms have an installed capacity of 8.3 GW—enough to power the equivalent of over 4.5 million homes. The electricity market reform delivery plan projects that we require between 11 and 13 GW of electricity to be provided by onshore wind by 2020 to meet our 2020 renewable electricity generation objective, while remaining within the limits of what is affordable. We now have enough onshore wind in the pipeline, including projects that have planning permission, to meet that requirement comfortably. Without action, we are very likely to deploy beyond that range. We could end up with more onshore wind projects than we can afford, which would lead to either higher bills for consumers or other renewable technologies, such as offshore wind, losing out on support. We need to continue investing in less mature technologies so that they realise their promise, just as onshore wind has done. It is therefore appropriate further to curtail subsidised deployment of onshore wind, balancing the interests of onshore developers with those of bill payers. This Government were elected with a commitment to end new subsidies for onshore wind and to change the law so that local people have the final say on onshore wind applications. Colleagues, particularly my hon. Friend the Member for Daventry (Chris Heaton-Harris) and, additionally, my hon. Friends the Members for Montgomeryshire (Glyn Davies) and for Selby and Ainsty (Nigel Adams), and my hon. and learned Friend the Member for Sleaford and North Hykeham (Stephen Phillips), have led the way in calling for this. Six weeks into this Government, we are acting on that commitment. Alongside proposals outlined within the new energy Bill to devolve decision making for new onshore wind farms out of Whitehall, my right hon. Friend the Secretary of State for Communities and Local Government has set out further considerations to be applied to proposed wind energy development in England so that local people have the final say on onshore wind farm applications. I set out to Parliament on 18 June proposals to end new subsidies for onshore wind, specifically in relation to the renewables obligation, which will be closed to new onshore wind from 1 April 2016—a year earlier than planned. My Department’s analysis indicates that, after taking account of an early closure, onshore wind deployment under the RO will be in the region of 11.6 GW. With that capacity, and the capacity of onshore wind projects that have received support through the new contracts for difference, we expect about 12.3 GW of onshore wind to be operating in the UK by 2020, supported by the levy control framework, which will provide about 10% of electricity generation. That puts us above the middle of the deployment range set out in the EMR delivery plan, which provides our best estimates of what we will need to meet the planned contribution from renewable electricity for our 2020 targets. I have proposed a grace period that will continue to give access to support under the RO to projects that, as of 18 June 2015, had planning consent, a grid connection and acceptance and evidence of land rights for the sites on which their projects will be built. We estimate that about 7.1 GW of the onshore wind capacity that has been proposed across the UK will not be eligible for the grace period and is therefore unlikely to go ahead as a result of the announcement on 18 June. That equates to about 250 projects, totalling about 2,500 turbines, that are unlikely to be built. Therefore, by closing the RO to onshore wind early, we are ensuring that we meet our renewable electricity objectives, while managing the impact on consumer bills and ensuring that other renewables technologies continue to develop and reduce their costs. Consumer bills will not rise because of this change. Indeed, the onshore wind projects that are unlikely to go ahead could have cost hundreds of millions of pounds. I believe that we have drawn the line in the right place. In advance of this announcement, I and other Ministers and officials discussed the proposals with the devolved Administrations in Wales, Northern Ireland and Scotland. We want to hear the further views of the devolved Administrations, as well as of industry and other stakeholders. This is just the beginning of the process, and we will continue to consult them as we move towards implementation. The changes to the renewables obligation do not affect remote island wind proposals, which would not have been in a position to receive RO subsidy even under the   previous timelines. I will say more about how future CfD projects will be treated in due course. However, I am conscious that 68% of the onshore wind pipeline relates to projects in Scotland. I will continue to consult colleagues in the Scottish Government. Indeed, I am meeting the Scottish Minister for Business, Energy and Tourism, Fergus Ewing, on Wednesday. Because we are implementing these changes through primary legislation, they will be subject to full parliamentary scrutiny, including by Members representing Scottish constituencies. On contracts for difference, we have the tools available to implement our manifesto commitments on onshore wind and will set out how we will do so when we announce our plans for further CfD allocations. I will shortly be considering options for future support for community onshore wind projects that might represent one or two turbines through the feed-in tariff, as part of the review that my Department is conducting this year. I do not wish to stand in the way of local communities coming together to generate low-carbon electricity in a manner that is acceptable to and supported by them, including through small-scale wind capacity. However, that action must be affordable as well as acceptable. Clean energy does not begin and end with onshore wind. Onshore wind is an important part of our current and future low-carbon energy mix, but we are reaching the limits of what is affordable and what the public are prepared to accept. We are committed to meeting our decarbonisation objectives. The changes that I have outlined to Parliament will not change that. I look forward to having meaningful discussions with industry, other stakeholders and colleagues in the House and in Scotland, Wales and Northern Ireland on how we will move forward.",Amber Rudd,2017-05-01 15:34:00,Onshore Wind Subsidies
2015-06-22 00:00:00,"I urge the hon. Lady to take a look at that report. I also saw those statements and found them so extraordinary that I asked for a copy of the IMF report. I would be happy to have a discussion with her about it. It is not a direct subsidy in the way that we understand it, although it is an important point. It is right to reduce the use of fossil fuel, especially in its dirtiest form, but the real danger is health and environmental impact, and that is why we need to get rid of the subsidies.",Amber Rudd,,Onshore Wind Subsidies
2015-06-22 00:00:00,"I wholeheartedly agree with my hon. Friend, and her constituents sound very similar to mine. We share the desire to make sure that we address the issue of climate change: the problem is that we do not want large-scale solar. In fact, large-scale solar has already been taken out of the renewables obligation, but we are trying to support solar so that we have as much as possible through community energy, on people’s houses and on other buildings. There is a great opportunity there.",Amber Rudd,,Onshore Wind Subsidies
2015-06-22 00:00:00,That is a novel suggestion to me: I am not familiar with the workings of blimps. I look forward to further advice on the issue.,Amber Rudd,,Onshore Wind Subsidies
2015-06-10 00:00:00,"I will not give way again. I want to allow other colleagues time to make their speeches. This agreement needs to be based on a set of rules that define commitments and how they can be met, so that each country’s progress can be tracked and there is no room for backsliding. Indeed, we want the opposite to be the case. We need to build in a process for regular reviews, so that ambition can be further increased. Both the US and the EU have already made public their so-called intended nationally determined contributions. Those publicly declared cover 31% of global emissions, and we are still waiting for others to come forward, including China, which is expected to declare in the next month or so. As we speak, officials are gathered in Bonn at the United Nations framework convention on climate change inter-sessional, focusing on improving the text to be agreed in Paris and seeking to make progress on key elements such as effective rules and mitigation ambition. The last Government set out their strategy for Paris in September last year. Although I agree with the sentiment of this motion—which I note was lifted verbatim from Labour’s green manifesto—I am afraid that we will not be able to support it in the Lobby this evening. In setting this Government’s detailed approach and to ensure that we maximise our negotiating position, I need to take stock of the results of the Bonn inter-sessional. In the signals we send to our negotiating partners, we will need to be precise in our language and united in our text. I am sure that the right hon. Member for Don Valley will understand that. Tackling climate change is not just a noble aim. It is not just the right thing to do. It is an economic and social imperative.",Amber Rudd,,Climate Change
2015-03-19 00:00:00,"Thank you for that guidance, Mr Speaker. My hon. Friend makes an excellent point, revealing the confusion being caused among his constituents. I hope they will make the right interpretation and support him and this Government in the future.",Amber Rudd,,Wholesale Energy Prices
2015-06-10 00:00:00,"My hon. Friend is right. District heating schemes are an excellent way of addressing reducing heat and making sure that we have a more efficient way of delivering it. The great thing about this sector is that there is so much technological innovation. So much is being done and we do not really know which innovation will be the big winner, but we must make sure that we continue to support them through our Innovate UK programme with the Department for Business, Innovation and Skills and other initiatives. I shall quickly make some comments about the international picture before finishing, so that colleagues have time to speak. We agree with the sentiment behind this motion. Only a global response on the scale required can hope to keep a 2° pathway within reach. A global deal can help ensure that the transition to a low-carbon world happens as cost-effectively as possible with a more level playing field for business, because business plays a very important part in making sure that we can deliver on these targets and make this transition. A global deal will protect the most vulnerable countries and share the burden. Paris will be a seminal moment in this process. It will not be the last word. Indeed, holding 195 countries to their commitments will be as challenging as bringing them to agreement in the first place, but that should not curtail our ambitions. In Paris we need to ensure that all countries come forward with emissions reduction contributions that keep that target within reach. The agreement needs to be legally binding, so we can all have certainty in what each country is doing.",Amber Rudd,,Climate Change
2015-03-19 00:00:00,"The hon. Gentleman, who is well respected in this area, should identify the difference between taxation and subsidy. The point of my right hon. Friend the Chancellor’s announcement yesterday is that North sea oil is an important part of our industry and employment. We still feel there is more to be done in the extractive industries and we should support them despite the fall in oil prices.",Amber Rudd,,Wholesale Energy Prices
2015-03-19 00:00:00,"All the major suppliers have announced reductions to their standard variable gas tariffs in recent weeks in response to reductions in the wholesale gas price. The price of fixed-term deals has continued to fall, with the cheapest deal on the market £100 cheaper than the cheapest deal a year ago. The Competition and Markets Authority has made it clear that it will be looking further at the relationship between wholesale costs and retail prices as part of its investigation.",Amber Rudd,,Wholesale Energy Prices
2015-03-19 00:00:00,"On this account, my hon. Friend is absolutely right: energy efficiency is indeed the best way to help people and that is why it has been a Government priority for the past few years. He is also absolutely right that the benefit is not only in keeping bills down, but in conserving our resources.",Amber Rudd,,Wholesale Energy Prices
2015-03-19 00:00:00,"Solar energy has been a great success under this Government. As my right hon. Friend the Secretary of State pointed out,   99% of solar energy developments have taken place under this Government, not least because of the great boost given by my right hon. Friend the Member for Bexhill and Battle (Gregory Barker), who put together the solar strategy in 2014, for which we are very grateful. The great news about solar energy is that it is likely to become subsidy-free in the next five years. That will be a classic example of investing in renewable energy and making sure that, as it increases, it becomes subsidy-free.",Amber Rudd,,Topical Questions
2015-03-19 00:00:00,"I do not share the hon. Gentleman’s interpretation. Fuel poverty under this Government has gone down. The changes to the ECO specifically took £50 off the bill, but reserved the amount that was to help the vulnerable and those on low incomes. So we have continued to focus on low-income and vulnerable people, to ensure that they are the first households to be made warmer for less.",Amber Rudd,,Energy Efficiency
2015-03-19 00:00:00,"I thank the hon. Gentleman for giving me the opportunity to address this matter. The fact is we have very tough consumer protection in this area. One in 10 have been struck off, but that is not necessarily to do with any criminal behaviour; it is to do with their not engaging properly with the certification process. It is because we have a tough certification process, which is in line with other organisations’ arrangements, that some have been struck off in order to protect the consumer better.",Amber Rudd,,Energy Efficiency
2015-03-19 00:00:00,"I share my hon. Friend’s views on this issue. Some products do use far less electricity than others, and of course saving energy is the best way to save on people’s household bills. I am happy to say that the EU product regulations have been helpful in implementing this and we will continue to be able to do that.",Amber Rudd,,Energy Efficiency
2015-03-19 00:00:00,"The scheme has been successful and we will continue to support it. On his specific question, may I suggest that he writes to me about the particular example and I will certainly look into the matter?",Amber Rudd,,Energy Efficiency
2015-03-19 00:00:00,"We have put in place a fuel poverty strategy, which will address some of the issues the hon. Lady raises. We are liaising with Ofgem and are encouraged by the early results from the CMA, and of course we will be taking them up further when they come through at the end of the year.",Amber Rudd,,Household Energy Bills
2015-03-19 00:00:00,"As the hon. Gentleman observes, the price has been falling, and we will keep a careful eye on it to make sure that it continues to fall. I would hope that it should fall at a greater rate than the major energy companies’ bills, because gas prices have been falling at a greater rate.",Amber Rudd,,Household Energy Bills
2015-03-19 00:00:00,"The hon. Gentleman may know that the Big Energy Saving Network is active in Wales. That is an initiative from this Department that instructs and funds third parties to go out and help people to switch and to access the warm homes discount. Yesterday in the Budget, my right hon. Friend the Chancellor announced further funding for the Big Energy Saving Network, and that will go exactly to the cause that the hon. Gentleman raises, which we care about as well.",Amber Rudd,,Household Energy Bills
2015-03-19 00:00:00,"I will be answering a question from my hon. Friend the Member for Bracknell (Dr Lee) later, and I look forward to that opportunity. I think that our energy policy is absolutely clear and is delivering what we set out to do. To be honest, the lack of clarity and the chaos is only on the Opposition Benches, because we remain completely confused about the Opposition’s policy towards Ofgem, which they claim to want to amend, on the one hand, and abolish, on the other. As for the price freeze, I think I will hear about that later from my hon. Friend.",Amber Rudd,,Household Energy Bills
2015-03-19 00:00:00,"Energy bills are a significant and important part of people’s household budgets. The Government have delivered, on average, a £50 reduction in energy bills, boosted competition in the energy market and ensured that fairer tariffs are in place. Last year alone, 3.1 million people switched energy supplier, and we are helping more consumers to save up to £200 or more through our Power to Switch campaign.",Amber Rudd,,Household Energy Bills
2015-03-19 00:00:00,"That is further chaos from Labour about a cap or a freeze—we have no idea which they would do. Let me point out to the right hon. Lady that during 2013 the UK had the lowest household gas prices and the fifth lowest household electricity prices in the EU 15. In no way are we complacent about what has been achieved in helping people; that is why we back the CMA’s reforms. It is very disappointing that she does not back the CMA’s approach, which will give us an independent review that we look forward to enacting at the end of the year.",Amber Rudd,,Household Energy Bills
2015-06-22 00:00:00,"I thank the right hon. Lady for her comments. May I first take the opportunity to remind her that this policy was well set out before she heard me on the “Today” programme? It was in the Queen’s Speech, in the manifesto and the Prime Minister had referred to   the fact that a Conservative Government would take this action. I have in no way been forced to come here. I chose to come here to make a statement after a number of colleagues wanted the opportunity to have their voice heard in support of what is happening. I am delighted to give them the opportunity to do so. The right hon. Lady chose to question the Conservative party’s commitment to addressing our climate change obligations. Fortunately, she gave me the opportunity to talk about that just 10 days or so ago, when one of the first Opposition-day debates of the Parliament was about climate change. I was able to tell her and the House about the Government’s commitment to meeting the targets and the commitment of the Government and the Prime Minister to getting a deal in Paris this year. We are committed to ensuring that we deliver on our decarbonisation targets but, just as importantly, we are committed to getting a global deal. We do not want to do this alone. We need to provide leadership in the EU and internationally to ensure that our effort is truly leveraged so that we can get that result at the end of the year. It is disappointing that the right hon. Lady chooses to throw confusion where none exists. I think I was very clear in my statement about the gigawatts involved and the range that we were targeting, but I repeat for her that we hoped to have 10% of electricity generation from wind by 2020, and we are reaching that target early. That is a key reason for ending the subsidy for onshore wind now. We wanted to fall in the middle of the range, and in fact it looks likely that we will be slightly towards the upper end. Having achieved that, it is right that we do not put further pressure on people’s bills. Unlike her and the Labour party, we believe that we can do this in a cost-effective way. We are absolutely committed to supporting renewables, but we want to do it by the most low-cost pathway we can. In answer to the right hon. Lady’s question about regulation, and particularly planning permission for different sources of energy, it is right that different sources have different types of regulation and fall under different planning regimes. Part of what we are trying to do is to encourage new energy sources, in order to meet our targets and lead to cost reductions. That is why we have different set-ups for different sources—to get the best outcome for both our targets and bill payers. Finally, the right hon. Lady asked me about Scotland. I have no doubt that I will be answering questions from Scottish National party Members, and I look forward to taking them and addressing them. I have had many conversations with the devolved Administrations, and I look forward to taking further questions from them.",Amber Rudd,,Onshore Wind Subsidies
2015-03-19 00:00:00,"We are taking action on that. My right hon. Friend the Chancellor led on that by calling in the big six to speak to them about it, and that was followed up by my right hon. Friend the Secretary of State. We have seen reductions. All I can say is thank goodness we did not have the freeze that Labour proposed in September 2013, because we would then have seen no reduction at all. We do not take anything for granted, which is why we are supporting the CMA review into the market. We eagerly await its results at the end of the year, when we can take action.",Amber Rudd,,Household Energy Bills
2015-06-10 00:00:00,"It is a great pleasure to see you in the Chair, Madam Deputy Speaker. Let me start by thanking the right hon. Member for Don Valley (Caroline Flint) for giving the House an early opportunity to debate this issue. I wish her luck in her own election going forward. Let me first set out the strength of the Government’s commitment on combating climate change. The Government are committed to taking robust, effective action to tackle climate change here at home and on the international stage. Climate change, as the right hon. Lady said, is not a party issue. It is not a Conservative, Labour, Liberal or even a Scottish National party issue. It is not exclusively left-wing or right-wing, if we can use those terms anymore. Climate change brings together all the parties in this House, and indeed countries across the globe. The G7 on Monday demonstrated just how far the major developed economies are aligned. The pledge signed by the leaders of the main UK parties in February this year ahead of the election, which was brokered by the Green Alliance, underlines our domestic unity. We are pledged to work together to achieve a fair, legally binding global climate deal; to work together to agree domestic carbon targets; and to work together to accelerate the transition to a low-carbon economy. We are united here in this United Kingdom, because climate change represents a threat to our national prosperity, our national security and our way of life. The science of climate change is sound. While uncertainties remain, especially on scale and pace, there is a lot we do understand. The evidence continues to point in one direction: a world warming due to human activity. As an island nation surrounded by the sea, with an open economy dependent on trade, we cannot bury our heads in the sand. We are exposed to the ramifications of a world 2° warmer or more. Margaret Thatcher, one of the first world leaders to put climate change firmly on the international stage, told the World Climate Conference 25 years ago that “the threat to our world comes not only from tyrants and their tanks...The danger of global warming is real enough for us to make changes and sacrifices, so that we do not live at the expense of future generations.” She was right on this, as on so much else. Acting on climate change also represents an opportunity for us to build a stronger, more resilient, more efficient low-carbon economy that conserves resources and energy instead of wasting them; that preserves a healthy natural environment; and that puts Britain at the forefront of the green global transition that must happen if we are to protect this planet for future generations. Getting a global deal on climate change in Paris in December is one of my highest priorities this year. I want, therefore, to talk about the international picture and the prospects for agreement, but first I want to set out how we in the UK, through the actions of successive Governments and with cross-party support, have been living up to our responsibilities on climate change.",Amber Rudd,2017-05-01 17:12:00,Climate Change
2015-06-10 00:00:00,"Onshore wind is, of course, an incredibly important area. The hon. Gentleman will be aware that our manifesto said we would remove subsidies for onshore wind, and we will act on that manifesto pledge. We also   said in the manifesto that we would consult the devolved Administrations—a process, he might be aware, that I have begun—and I will continue to do that until we have arrived at a firm policy. He can rest assured, however, that I will make sure the House is the first to know on that matter.",Amber Rudd,,Climate Change
2015-02-05 00:00:00,,Amber Rudd,,Community Energy Generation
2015-02-05 00:00:00,I am aware of that issue and we will cover it in the community energy strategy update. I will ensure that the hon. Gentleman is kept informed of that so that it addresses the particular problem he has raised.,Amber Rudd,,Community Energy Generation
2015-02-05 00:00:00,"I thank my hon. Friend for her question. We are all aware of the hard work she has done to support vulnerable people and to make such an extension happen. We are pleased that the warm home discount now extends to a broader group, which includes families with children, particularly those with children under five or disabled children. Data sharing is an important part of being able to find out how to deliver to the right people. We will of course keep those opportunities under review.",Amber Rudd,,Topical Questions
2015-06-10 00:00:00,"My hon. Friend is right. I am aware that the German Chancellor has her own political issues to address, but because of that, it was particularly warming—encouraging rather than warming, perhaps—to see her taking such strong leadership on this and making sure it remained at the top of the agenda. Since my hon. Friend mentions coal, I take the opportunity to say how important carbon capture and storage remains to us. I spoke several times in debates in the last Parliament on this subject. The right hon. Member for Don Valley and her team should be in no doubt that we remain committed. We have spent, or put aside, more than £1 billion. We have two tests going ahead, one in Aberdeen and one in Yorkshire, and we are running a competition that we hope to take forward over the next six to nine months. There is a lot of activity going on. The whole purpose is to ensure that we can have a form of unabated coal going forward.",Amber Rudd,,Climate Change
2015-06-10 00:00:00,"I do not agree at all with the hon. Gentleman’s interpretation of the G7 communiqué. I met with non-governmental organisations and businesses at an event hosted by the Green Alliance on the same day, and they were delighted by the strong signal being sent out by the G7 that getting an answer and following it was a priority this year. The House should be in no doubt that there has been strong leadership from this Government, as there was from the previous Government.",Amber Rudd,,Climate Change
2015-02-11 00:00:00,"I thank my hon. Friend for the opportunity to clarify that. The Welsh Government, as he will know, already have substantial control of onshore oil and gas activities through planning controls and environmental regulation, as they are already devolved. As he will also be aware, the Secretary of State for Wales is leading discussions on further powers for Wales ahead of the St David’s day announcement. I understand that there is some merit in these decisions being devolved to the Welsh Assembly. However, this issue requires further consideration before a decision can be taken. Turning to the specifics, we outlined on Monday in the other place that Government amendments 21B, 21C and 21D in lieu are designed to ensure associated hydraulic fracturing cannot occur unless a set of 13 conditions have been met. The Secretary of State will not grant consent for associated hydraulic fracturing unless that has been done. I would be very happy to speak about each condition if colleagues have specific questions, but I would like to focus on areas of concern raised during Monday’s debate and by amendments that have been tabled subsequently. First, amendment (a) indicates a misunderstanding of our clauses, and specifically the way in which subsection (3) works. At the end of (3)(a) it very clearly says “and”, not “or”, so paragraph (3)(b) is not a get-out provision for the Secretary of State, but an additional safeguard to ensure that my Department refuses consent if there is something else wrong with the proposal. We should not change anything here. Secondly, amendment (b) asks that the environmental impact assessment of the development be taken into account. I want to reassure the House that there is no difference between us on the outcome we are seeking to achieve; it is simply a question of how we deliver the requirement in law. The term “environmental information” is used in the Town and Country Planning (Environmental Impact Assessment) Regulations 2011. It captures the information that must be taken into account by the relevant planning authority before planning permission is granted, including, but not limited to, an environmental statement. This process is commonly referred to as an environmental impact assessment. The Secretary of State cannot give consent for associated hydraulic fracturing unless he is satisfied that the environmental impact of the development has been taken into account by the relevant planning authority. He can be satisfied that this has happened where he is given a notice by the local planning authority stating that the environmental information has been taken into account. As I have said, this is simply about delivering a provision that has a meaning in law. I hope that reassures the House. Amendment (b) asks that we refer to fugitive emissions, rather than emissions of methane into the air in our clauses. The Environment Agency already requires operators to manage, monitor and report on fugitive emissions. It is unlikely it would require this for carbon dioxide emissions, which are likely to be negligible. The MacKay Stone report on potential greenhouse gas emissions from shale gas sites shows that on average, shale gas is approximately 86% methane and 3% carbon dioxide, as well as ethane, propane and nitrogen. Methane represents   more than 99% of the carbon dioxide equivalent emissions—in other words, the global warming emissions—from fugitive shale gas. It therefore makes sense for the conditions related to associated hydraulic fracturing to focus on methane. The principal source of carbon dioxide emissions would be from combustion of gas in flaring. Such emissions from flaring are modelled and monitored as part of the permit conditions. I can also confirm that we are actively considering whether the drilling of bore holes for monitoring purposes should be classified as permitted development, and we hope to take this forward in the near future. Amendment (b) also deals with individual notification of residents. It is just not feasible to require separate notifications for each individual resident regarding associated hydraulic fracturing. We live in a free country where individuals are not required to register where they live. It would be practically impossible for the Secretary of State to identify each individual resident and check whether they had been notified, so making individual notification a condition of issuing consent for associated hydraulic fracturing would leave every consent wide open to legal challenge by third parties. Similarly, it would be unreasonable to introduce a demand that would require every single resident to consent to associated hydraulic fracturing.",Amber Rudd,,Infrastructure Bill [Lords]
2015-02-05 00:00:00,,Amber Rudd,,Community Energy Generation
2015-02-11 00:00:00,"I beg to move, That this House agrees with Lords amendment 20B to Commons amendment 20 and with consequential Lords amendment 20C.",Amber Rudd,2017-05-01 19:28:00,Infrastructure Bill [Lords]
2015-02-24 00:00:00,"I congratulate the hon. Member for North Tyneside (Mrs Glindon) on securing this debate. We know each other from our shared time on the Environment, Food and Rural Affairs Committee, and I was particularly grateful when she came to Hastings with a group of us and sampled some of the fantastic fish in my constituency. I am now aware of her long-standing commitment to the oil and gas sector, and I am delighted to discuss that with her today. There is no doubt that oil and gas will remain central to the UK’s energy mix as we make the transition to a lower-carbon economy. Investing in domestic oil and gas production is essential. It helps to reduce our reliance on energy imports and provides a significant input to our economy. The Government’s policies therefore aim to maximise the economic recovery of our resources. This debate is timely given the current challenges that lower oil prices bring to those companies operating in the North sea, and all those who work in the sector. The UK industry is widely acknowledged for overcoming some of the toughest operating conditions anywhere in the world, and renowned for spearheading revolutionary technological solutions in offshore exploration and   production. It is due to this determination and creativity that we have seen about 42 billion barrels of oil and gas produced so far, and there could be up to 20 billion barrels still to be produced. Getting at these, however, has its challenges. We have a mature province. Therefore, most of the hydrocarbons that are easier to get at have already been exploited. We have ageing infrastructure, most of which is in place much longer than was originally envisaged. It requires careful stewardship and the necessary maintenance and investment to keep it functioning effectively. We have different types of technological challenges, including deepwater fields, high-pressure high-temperature fields and existing brownfields, whose full potential we need to realise. We also need to ensure that, when fields do come to the end of their economic life, they can be decommissioned economically and with minimum impact to the environment. Of course, there is the challenge of maintaining the competitiveness of the UK continental shelf and the UK industry, including the supply chain. The Government are absolutely committed to the long-term future of the sector, which supports 375,000 jobs across the UK, contributes £3 billion a year to Government revenue and still supplies half the oil and gas we consume. We recognise that the sustained fall in oil price presents real challenges for the sector. Operators are having to implement substantial savings to maintain financial viability. Of course, job losses like those we have heard about in the past few weeks are a real concern and will have an impact across the UK. The north-east of England, where the hon. Lady’s constituency is located, has significant expertise across the spectrum of offshore engineering and manufacturing. It supports many thousands of quality jobs, providing families with a good standard of living and contributing to the local economy. I would particularly cite the offshore fabrication capability, which has been rebuilt in the region after a decade of decline. This capability once more supports 2,000 jobs on the Tyne. Continued investments and new projects are therefore vital. Any further cutbacks on exploration, which is the lifeblood of the basin’s future prosperity, are a real concern. We are therefore committed to working in partnership with industry, the work force and other stakeholders to provide all the support we can. Indeed, my right hon. Friend the Minister for Business and Enterprise recently engaged with key players in Aberdeen, and plans to visit other key oil and gas hubs, including the north-east of England, very soon. Industry must address rising operating costs and reverse recent declines in operating efficiency. The work force, whose dedication to working in the North sea’s challenging environment I much admire, must work with industry to avoid any industrial action, the timing of which could compromise the future success of North sea operations. For their part, the Government must continue to pursue their efforts in finding solutions that preserve jobs and maximise economic recovery. We have already taken action. In 2013, we commissioned Sir Ian Wood, a leading oil industry expert, to examine how we could maximise the North sea’s full potential. In his response, published a year ago, Sir Ian recommended a need for a tripartite partnership between the Treasury, industry and a new purpose-built regulator. The Government have moved fast to implement this. We are setting up the regulator in   the form of the Oil and Gas Authority under the expert stewardship of Andy Samuel. He is working to ensure that it will be up and running come April. Dr Samuel has been asked to accelerate work with the industry to identify the key risks to UK oil and gas production and to establish what further measures might be taken to mitigate them. He will be sharing his conclusions with us at the end of this month. At last month’s meeting with industry in London, the Government heard industry’s concerns about falling oil prices. Since then, senior officials have participated at both the Aberdeen oil and gas emergency summit and the oil and gas jobs taskforce to ensure that we fully understand the breadth of issues. Furthermore, we continue to ensure that we have a tax regime that encourages investment while providing a fair return to the taxpayer. A number of positive initiatives, such as brownfield allowances and new field allowances, have been introduced, and, most recently, from the start of this year, the Chancellor reduced the rate of the supplementary charge on oil and gas production profits by 2%. With the   Budget approaching, he has also signalled that the Treasury is looking at what more can be done to support investment in the North sea, and the hon. Lady and the hon. Member for Strangford (Jim Shannon) will have to wait for the details from him. The hon. Lady referred to the results published today on reduced activity. As she rightly said, it was stated that the inability to access capital was one of the leading factors. This reinforces our commitment to supporting the industry, which is undoubtedly facing particularly testing times not just in the UK but globally. I can assure hon. Members that the Government will continue to work closely with the industry to ensure that it can ride out these choppy waters and emerge stronger on the other side. We will continue to support new exploration and investment, encouraging a collaborative approach to protect jobs and to realise the full potential of the UK’s oil and gas resources. Question put and agreed to.",Amber Rudd,2017-05-01 17:58:00,Exploration and Appraisal Drilling
