mp,debate,time,text,date
Jeremy Corbyn,Iraq War (10th Anniversary),,"The right hon. Gentleman is correct. The legal advice given to the Cabinet is still the subject of debate. The Chilcot report is yet to come out—I understand it is heading for 1 million words, leaving “War and Peace” well behind, and goodness knows how many volumes there will be when it is finally produced. The information we are given is very important if we are to make an informed decision. It is, however, simply not credible to say that we were unaware of the dubiety of the information we were given. I came here at 8 o’clock on the day the dodgy dossier was published to pick up a copy and read it, and by a quarter past 8, I had realised it was a load of utter bunkum and that we had been dragged back to the House on false pretences. The same is true of Colin Powell’s address to the UN that September, when he claimed that chemical weapons were hidden in ice cream vans all over Iraq. I received hundreds of messages, e-mails and so on from people who were involved in the anti-war movement, and I spoke at 200 anti-war meetings in this country and others before the decision was taken. Just think of the commitment of those people who went on the march in February 2003. Many of them were not of the left and many were not necessarily pacifists—anti-war as such—but they were convinced that we were being led by the nose into disaster. Frankly, the whole political establishment should have woken up and understood that, because the consequences were so huge for us and for the rest of the world. I say all this not because I am any apologist for Saddam Hussein—I am not—and not because I do not recognise the abominable human rights abuses he committed; I do. But I remember that, in the 1980s, raising questions about arms sales to Iraq, human rights abuses in Iraq and the British relationship and trade with Iraq was a very unpopular thing to do in this place. There were not many people supporting that. Even after Malabar—as I said earlier—in 1988, we still participated in the Baghdad arms fair only a year later to continue that relationship. Of course the west did support Iraq against Iran. The consequences of all this are absolutely huge. I just want to raise a couple of more general points as a lesson from this. What happened in 2001 was wrong, obviously; what happened at the twin towers and the killings was a disaster. Then we merrily invaded Afghanistan, the point at which the Stop the War coalition was founded. We proceeded to occupy the country very quickly and then found that it was not as simple as that. Here we are 12 years later; still in Afghanistan, still not controlling the country and still losing lives there. We denied international law by allowing the Americans to call people enemy combatants, not prisoners of war. Guantanamo Bay was set up. Extraordinary rendition took place. The Homeland Security Act was passed in the USA and a whole raft of anti-terror legislation was   passed in this country. Civil rights of people all over the world were damaged by the decision to invade Afghanistan, and that was compounded later by the decision to invade Iraq. Then we invaded Iraq, after the infamous George Bush speech in 2002 in which he talked about the axis of evil without any evidence whatever and tried to claim that Osama Bin Laden and Saddam Hussein were as one. They did have one thing in common, actually. There is some evidence that, at various points in their lives, each tried to kill the other. That was roughly the only thing they had in common. The behaviour of the occupying forces in Iraq has been far from perfect. We have seen Abu Ghraib, Falluja, the bombing campaigns, the torture of individuals and the driving of hundreds of thousands of people into exile both as internal and as external refugees from Iraq. I have very sad memories of visiting a refugee camp on the borders of Iraq and Syria, where there were a few hundred poor benighted Palestinian people whose families had been driven out of Haifa in 1948. They had been though countries all through the Gulf states, ended up in Iraq and were driven out of Iraq into Syria. Goodness knows where those families are now. They have joined the steady stream of refugees across the region. We have to think for a moment about the Palestinians and so many others. I conclude with this thought. We have to learn a lesson, and it is a harsh one. We are not a global power. We cannot afford to be a global power, and why would we want to be one? Have we been enhanced as a country by our activities since 2001 in Afghanistan or Iraq, or have we been diminished? Do we have a better image or a much worse image around the world? It is time for us to take stock. Do we have to be a nation with a predilection to go to war and to have a global reach for our armed forces? Or do we wish to become a force in the world that supports international law, human rights and recognises the limits of the environmental destruction of our planet? Do we need Governments or Prime Ministers who say, to use the words of Tony Blair, that this is a chance to remake the middle east? The best way of remaking the middle east is to recognise the injustices done by colonialism, occupation, wars and the treatment of people who are trying to live their own lives, and to try to promote peace. The legacy of this war is a disastrous one. The enmity between the west and the Muslim communities, the enmity that is played out on the streets of this country, is a result of that. It is time for us to learn some very harsh lessons and, above all, to put them into practice.",2013-06-13 00:00:00
Jeremy Corbyn,Non-Proliferation Treaty,,"It is quite clear that the massive cost involved is largely for the replacement of the submarines. I argue that it is a breach of the treaty to replace submarines that will carry nuclear weapons, because that is an expansion of the nuclear capability, even if the number of warheads carried on each submarine is reduced as a result. A review is being undertaken within the Government, following pressure from the Lib Dem part of the coalition. It fought the election on the basis of not having a like-for-like replacement of Trident.",2013-06-20 00:00:00
Jeremy Corbyn,Non-Proliferation Treaty,,"This debate is not about Scottish independence; it is about nuclear weapons. Quite clearly, the positioning of Britain’s nuclear weapons in Scotland makes that issue a factor, and the very broad opposition throughout Scotland from all parties to nuclear weapons is significant. Merely moving the weapons to somewhere else does not make us all safer because they are still in existence and still a threat. I hope to persuade the Minister —I am sure that he is ready to be persuaded—of the need for Britain not to replace its nuclear weapons system and to become part of the nuclear-free world that we all aspire to. I can see that the Minister is about to jump in and intervene and say that he agrees with me.  [Interruption.]  Perhaps he will cover that later in his reply. I have spoken for nearly 30 minutes, so I will conclude shortly. We are members of the UN Security Council, and some people argue that, by maintaining our nuclear weapons ability, we guarantee our place at the top table. At some point, there will be changes and reforms to the UN. Other countries will become permanent members of the Security Council or the structure will change possibly to include, among others, Brazil, Mexico and India. Our membership is not dependent on having nuclear weapons; it is because of the establishment of the UN at the end of the second world war. We have a slightly schizophrenic approach towards nuclear weapons. Some time ago, I went to a Pugwash conference, which is a meeting that is held in Canada most years between peace campaigners, nuclear scientists and others about the possibility of bringing about a nuclear weapons-free world. I was all prepared to give a contribution to the Saturday afternoon session of the conference when I was asked to delay my presentation by half an hour or so because a video message was coming from the British Government. The former Defence Minister Geoff Hoon appeared on the screen above us and gave a cogent talk about Britain’s commitment to the nuclear non-proliferation treaty and about how we were detargeting and reducing our warheads. He said that we were encouraging a nuclear-free world and co-operating with Norway on decommissioning, but that Britain was not going to give up its nuclear weapons all together. It is time that we accepted the message that we are part of the NPT and have a contribution to make towards nuclear disarmament and did something about it. We should say that we will not proceed with the development of the new submarines, which would affect the ability to deliver those weapons. Instead, we should move to a nuclear weapons-free defence policy, which would not only save us a great deal of money but improve our standing in the world. Nuclear weapons are not a defence. They did not help the USA on 9/11 or London on 7/7. They do not help anyone very much when the threats around the world are poverty, environmental change and random acts of violence. Surely nuclear weapons are just weapons of mass destruction. One nuclear explosion cannot be limited, because it never is. It will cause from then on environmental destruction and a nuclear winter. Let me conclude with this thought. Those people who argue that we need nuclear weapons and that the nuclear non-proliferation treaty is for everyone else but not for us must answer these questions: would they use them, in what circumstances would they use them and how would they live with the deaths of millions of people?   The weapons are dangerous and redundant and it is time that we ‘fess up to that and decide to go down the road of disarmament rather than rearmament.",2013-06-20 00:00:00
Jeremy Corbyn,G8,,"The talks that the Prime Minister reported on between the Taliban and the west are obviously welcome, and one hopes that they bring about a long-term resolution and peace in Afghanistan, but can he not draw a parallel from that and recognise that a political settlement in Syria must involve Iran as much as Russia and all the other countries? Will he turn his attention to a political settlement, a date for the conference and wide participation, and get off his hobby horse about supplying arms to fuel a civil war within a civil war that can only bring about greater destruction to an already disastrous situation?",2013-06-19 00:00:00
Jeremy Corbyn,Non-Proliferation Treaty,,"I thank the hon. Gentleman for that, and inform him that I prayed in aid his undoubted wish to have this debate in order to continue our lifelong struggle for nuclear peace.",2013-06-20 00:00:00
Jeremy Corbyn,Non-Proliferation Treaty,2017-05-01 15:07:00,"I am delighted that we are having this debate on the operation of the nuclear non-proliferation treaty and the UK contribution to it. This is an extraordinarily serious issue, and our attitude towards nuclear weapons and nuclear weapons states, as well as the prospects for our own disarmament, are hugely important. I hope that the Minister will be able to tell us what the Government’s commitment is to promoting nuclear non-proliferation. Nuclear weapons have existed since the second world war. They have been used only once in a war scenario—at Hiroshima and Nagasaki in 1945. Several hundred thousand people lost their lives in a flash—literally—but the cancers have carried on for 50 years. The cancers brought about by nuclear testing and nuclear pollution around the world have carried on for a long time. We are dealing with weapons of mass destruction, which would cause very large numbers of civilian casualties, should they ever be used again. The development of nuclear weapons by the United States during the second world war was supported by a lot of scientists from Britain. For a short period during the war, and for a long period afterwards, all the powers relied on captured Nazi scientists to develop their own nuclear weapons—that was particularly true of the USA and the rocketry that went with them. Shortly after the second world war, the then Soviet Union developed nuclear weapons, followed by Britain and France, and lastly China, which exploded its first nuclear weapon in 1964. Interestingly, the development of British nuclear weapons was always shrouded in secrecy and mystery. Brilliant as he was in many ways as a Prime Minister, the post-war Labour leader, Clement Attlee, managed to spend £200 million—an enormous sum now, never mind then, when it was worth far more—on secretly developing Britain’s own supposedly independent nuclear missile. That practice was copied by a later Prime Minister, Jim Callaghan, who in 1979 managed to develop the Chevaline project in secrecy, without even the Cabinet being informed. Since the development of nuclear weapons, there has been one major occasion when there was a serious likelihood of their use. That was the Cuban missile crisis of 1963, which was resolved when the Soviet Union agreed not to put nuclear weapons on the island of Cuba. In return the United States agreed to remove its nuclear missiles that were targeting Soviet targets from Turkey—although that was done secretly. A year later, both the leaders who negotiated on that were either dead or gone. Khrushchev was removed by an internal process, and Kennedy of course was assassinated. What came out of that period was a realisation of just how dangerous nuclear weapons are, and how dangerous it would be if they proliferated further. A great achievement was the nuclear non-proliferation treaty, which was signed in 1970. There are several elements to the treaty. One is the agreement, by countries that sign it, not to develop nuclear weapons. They can develop nuclear power and civil nuclear facilities, but not nuclear weapons. They also   place themselves open to inspection by the International Atomic Energy Agency, which is based in Vienna. The five declared nuclear weapons states—Britain, France, the Soviet Union, the USA and China—agreed to ensure that there was no proliferation of their weaponry, and to take steps towards their own eventual nuclear disarmament. The treaty’s progress has been patchy, to say the least. It is subject to a five-yearly review, and I have attended several review conferences as vice-chair of the Campaign for Nuclear Disarmament and chair of the parliamentary CND group. I am not making a declaration of interest, as there is no pecuniary gain in being an officer of CND; indeed, it costs quite a lot of money, but it is a joy to do. The review conferences are designed to monitor what is happening, but also to make proposals for a step forward. The review conference of 2010, with the support of a large number of states, proposed an international conference on the humanitarian effects of nuclear war. That conference was held in Oslo, Norway, last year, and was supported by 77 countries. Unfortunately, none of the permanent five members chose to attend. There is no undertaking as yet about whether the UK Government will participate in its recall, which is due to happen in Mexico early next year. I think that the conference should be supported, and that we should recognise the good work that Mexico has done in being prepared to take the baton from Norway and make sure the conference happens. The situation is even more peculiar given the close relationship between Britain and Norway, and, indeed, their co-operation on nuclear disarmament issues and the decommissioning of nuclear weapons. Will the Minister give a firm undertaking that the UK will attend the conference? Several countries have in the past 20 years taken steps that have lessened nuclear tensions in certain places. The most dramatic example was when post-apartheid South Africa, led by President Mandela, announced that it would no longer develop any nuclear weapons, and would completely disarm. That in turn brought about a nuclear weapons-free continent of Africa. That was an amazing step forward. We must ask ourselves who has the greater moral standing in the world: Britain, France, Russia, China and the USA, for their continued holding and developing of nuclear weapons; or South Africa, for ridding itself of apartheid and, shortly afterwards, of nuclear weapons? Those events were followed by nuclear weapons-free zones for the whole of Latin America and for central Asia, and a continuing debate about the possibility of such a zone for the Arctic, which would be a major achievement. I hope that we shall be able to develop a nuclear weapons-free middle east, which would be a huge prize. A humanitarian initiative was adopted at the end of the Oslo conference and signed by 77 of the 106 states attending, and it is a lesson for all of us. It says: “The catastrophic effects of a nuclear weapon detonation, whether by accident, miscalculation or design, cannot be adequately addressed. All efforts must be exerted to eliminate this threat. The only way to guarantee that nuclear weapons will never be used again is through their total elimination. It is a shared responsibility of all States to prevent the use of nuclear weapons, to prevent their vertical and horizontal proliferation and to achieve nuclear disarmament, including through fulfilling the objectives of the NPT and achieving its universality.” There is a message for all of us from the countries that have deliberately not developed nuclear weapons. India, Pakistan, North Korea and Israel do, unfortunately, have nuclear weapons, and I want to talk about them, and the question of Iran. India and Pakistan were both initially signatories to the NPT. Both declared that they did not want to develop nuclear weapons, and eventually both did. Each has its weapons targeted at the other, and it would be the ultimate folly for either side to use them—the madness of mutually assured destruction. If a nuclear weapon were sent from Delhi to Lahore, or Lahore to Delhi, neither side would know which was sent first, because both sides would be annihilated. There is also something tragic about the fact that, although India is in many ways a fast-developing economy and a rapidly modernising country, it still has the largest number of poor, starving children in the world. Why on earth would it spend its resources on nuclear weapons, when they could be spent on education, health and welfare? The same applies across the border in Pakistan. Any encouragement to India and Pakistan to decommission their weapons and come back into the fold of the non-proliferation treaty would be very welcome. I have attended nuclear non-proliferation treaty review conferences and preparatory committees for the past few years. Often they are dominated by the question of Iran, and whether it has nuclear weapons. Together with the hon. Member for Basildon and Billericay (Mr Baron) and two other Members on the all-party group on Iran, I attended a meeting with the IAEA in Vienna to discuss that very question, and the obstructions, or otherwise, that Iran put in the way of inspections. It is clear to me that Iran is developing a nuclear power system and processing uranium, which it is open about admitting. It absolutely declares that it does not have nuclear weapons, and religious leaders and others in Iran have said that they have no wish to develop them. I know that this is a highly contentious position, but we now have an opportunity, with the new President—President Rouhani—to engage with Iran on this question. The way forward has to be engagement through a nuclear weapons-free middle east, which was in the declaration of the 2010 review conference. A nuclear weapons-free middle east would of course have to include Israel, which is the only country in the region to possess nuclear weapons—it has 200 warheads—and is not signed up to any treaty obligations. There is, however, a significant nuclear peace campaign in Israel and throughout the middle east, which is supported by the International Campaign to Abolish Nuclear Weapons. I pay tribute to Sharon Dolev and all who have campaigned so vigorously and effectively in Israel to draw attention to the insecurity, not the security, that nuclear weapons offer. At the recent preparatory committee in Geneva, I listened carefully to the speeches made by delegates from all the Arab League states. The Arab League obviously has a great interest in the possibility of a nuclear weapons-free middle east, and strong statements were made by both the Arab League and individual countries, such as Egypt. They bluntly told the permanent five, “If you don’t progress the question of a conference for a nuclear weapons-free middle east, we will either walk out or develop our own nuclear weapons.” The obvious counter to Israel holding nuclear weapons is their development by other states in the region. The Egyptian statement, which I heard, said: “Egypt strongly supports the NPT regime. It has always championed the cause of a nuclear weapon free world. However, the establishment of a Middle East nuclear weapon free zone is essential for our national interest. We cannot wait forever for the launching of a process that would lead to the establishment of this zone, a process that was repeatedly committed to within the NPT. We cannot continue to attend meetings and agree on outcomes that do not get implemented, yet be expected to abide by the concessions we gave for this outcome.” After making that statement, Egypt withdrew from the process. There is now a serious danger that other countries in the middle east—one thinks of Saudi Arabia and others—will decide to withdraw from the NPT process, because of the failure of the secretariat and the permanent five to ensure that the Helsinki conference on a nuclear weapons-free middle east is held. I have repeatedly asked the Foreign Secretary—I now ask the Minister, who is well intentioned on these matters—whether a date has been set for the nuclear weapons-free middle east conference, which, sadly, did not happen in Helsinki when it was supposed to last year. We need to move very urgently on the issue. The crisis in Syria suggests the need for a political solution there, but the election of a new President of Iran is an opportunity, not a problem. We should see it as an opportunity to progress this issue very quickly. If western countries that are so ready to give economic aid, arms supplies and political support to Israel cannot put pressure on Israel to attend that conference, that says a great deal about the permanent five’s rather limited commitment to a nuclear-free world. An issue that has recently come up, as it does increasingly, is North Korea’s development of nuclear weapons. One could discuss for a long time why it has developed nuclear weapons. Is it because it feels threatened by the possibility of American ones being placed in South Korea, or is it concerned about seaborne ones being used against it by the USA or somebody else? Undeniably, there is a terrible imbalance within North Korea: the country can barely feed itself and has many people living in desperate poverty, yet at the same time it wastes goodness knows what resources on the development of nuclear weapons and a missile system to go with them. The six-party talks made some progress, but then completely broke down. More recently, at the end of the latest stand-off, with all the hyperbole from the new North Korean leader Kim Jong-un, there has been some clear news. An Associated Press report stated: “North Korea’s top governing body on Sunday”— last week— “proposed high-level nuclear and security talks with the United States in an appeal sent just days after calling off talks with rival South Korea.” North Korea’s position appears to be that it wants to talk not just to South Korea, but to the USA. One hopes that such talks can bring about not only a continuation of the ceasefire between North Korea and South Korea, but a permanent end to the state of conflict and both sides’ enormous waste of resources on the development of greater levels of armament to potentially attack each other. There is something very dangerous about that, but I hope that we seize that opportunity to encourage direct talks with the USA. President Obama was in Berlin yesterday, on the anniversary of President Kennedy’s speech at the Brandenburg gate. He proposed a further reduction in nuclear warheads as a way of promoting some degree of peace. That has to be welcomed, although so far the Russian response is a little confused. It is not clear what is being suggested, but it has to be seen as a way forward. In response, Kate Hudson, general secretary of CND, said: “We welcome President Obama’s call for further reductions in US and Russian nuclear stockpiles. His proposals, which echo his speech against nuclear weapons in Prague in 2009, give voice to the concerns of billions around the world who wish to see a world without these catastrophic weapons… The only way to create genuine peace and security for future generations is to follow up these admirable words with concrete actions.” One obviously hopes that that will be the case. What can we do in Britain? We are a country of 65 million people on the north-west coast of Europe, with challenges on public expenditure and the delivery of public services. We need to invest a large amount in infrastructure. Therefore, we have to ask ourselves why we spend so much money, resource, time and energy on maintaining nuclear weapons. The history of nuclear weapons is that Attlee initially envisaged something independent and British, but that later developed into the importing of US weapons such as Polaris, Cruise and Trident. We are now locked into a programme: the initial gate decision has been made to replace the Trident system and to develop a new submarine system at enormous cost, and a main gate decision will be taken in 2016.",2013-06-20 00:00:00
Jeremy Corbyn,Iraq War (10th Anniversary),,"The Minister must be aware of the massive refugee problem that the war created. There are still 450,000 Iraqi refugees living in Jordan. Palestinian refugees who went to Iraq from the Gulf states were expelled from Iraq after the invasion. The refugee crisis in the region is enormous as a result of that war and the Syrian war. Does he have any comment to make on that?",2013-06-13 00:00:00
Jeremy Corbyn,Iraq War (10th Anniversary),,"I accept everything that the right hon. Gentleman is saying, but does he not agree that there also needs to be some reflection on the treatment of prisoners in Abu Ghraib and elsewhere, and on the many atrocities that were perpetrated on ordinary Iraqi people by occupying troops in that country?",2013-06-13 00:00:00
Jeremy Corbyn,Iraq War (10th Anniversary),,"My hon. Friend will have heard earlier interventions on the need for a war crimes Act in this country. The vote on Iraq was unprecedented, but the royal prerogative prevails, so the Prime Minister   could take the country to war without a parliamentary vote. Does my hon. Friend believe it is now time for a war powers Act?",2013-06-13 00:00:00
Jeremy Corbyn,Iraq War (10th Anniversary),2017-05-01 16:03:00,"I could do no better than echo the words of the hon. Member for Perth and North Perthshire (Pete Wishart) about Iain Banks. He was a great writer and a great supporter of the Stop the War coalition, of which I am the current chair, and he gave enormous political, practical and financial support to the anti-war movement. We thank him for that, and for all the other great things he achieved during his life. This debate falls 10 years on from that desperate, fateful time when this country went to war with Iraq. I remember the debate on that here as if it were yesterday. The Chamber was full. We were told there was an ever-present threat from weapons of mass destruction. We were told that there were nuclear weapons and yellowcake, and all the other canards were brought up throughout that debate, and at the same time there was a massive whipping operation going on all around the Chamber. I have to say that I was totally unaffected by that whipping operation—it seemed to pass me by completely—but I observed it going on in dark corners around this building. It was a shameful day for Parliament, and it was a shameful day for the whole political system in this country. Outside in Parliament square, there were thousands of people. They thought, naively perhaps, that they would be listened to. Some 1 million and more had marched in central London—maybe 2 million were on the streets of London that day—and 600 demonstrations on every continent of the world, including Antarctica, had been held a month before, and the opinion polls all showed that there was no support for this war against Iraq. They thought that Parliament would reflect their views and their wishes. The vote that day in which Parliament, sadly, endorsed going to war not only did enormous damage to Parliament, but did enormous damage and a disservice to a whole generation, because they had put their hopes in the political process to carry out their wishes and it did not do so. That engendered cynicism and we are still dealing today in many ways with the legacy of the war in this country. Let me deal first with the role of Parliament. My hon. Friend the Member for Nottingham North (Mr Allen) was correct. Up until the Iraq war, taking this country to war at any time was completely a matter of the royal prerogative exercised by the Prime Minister. That royal prerogative remains in operation. A number of us, particularly my hon. Friend, argued strongly that we should have a vote in Parliament on the war—previously, only procedural votes had been possible. Eventually the Prime Minister, Tony Blair, agreed that there could be vote, although I think it was a matter of self-interest on his part: he wanted to share the responsibility and the burden. We were pleased to have the opportunity to vote against the war, and I suspect he was pleased to have the opportunity to get a lot of MPs through the Lobby in support of his view. Some people think that whipping, lobbying and pressure are the only things that matter in politics, but, quite honestly, we are sent here as representatives of our constituencies; we all have a conscience that we have to live with and decisions that we have to take. At the end of the day, an MP cannot blame anyone else; it is his or her own decision and vote, and the record will stand. I think our constituents understand that, but the very least we can do in recognition of what happened then is, first, in the immediate future, ensure that we have a vote before any arms are sent to Syria; and secondly, ensure that we have a proper war powers Act, so that Parliament must vote before British troops are deployed.",2013-06-13 00:00:00
Jeremy Corbyn,Iraq War (10th Anniversary),,"My hon. Friend is giving a very interesting narrative of the process in government. Does he think that there is now case for legal action at an international level against those who deceived successive Parliaments in this country and in other places, which resulted in this terrible war?",2013-06-13 00:00:00
Jeremy Corbyn,Iraq War (10th Anniversary),,"I will give way to my friend, if I may call her that, the hon. Member for Brighton, Pavilion (Caroline Lucas). I congratulate her on her absolutely excellent speech and on securing the debate. As a fellow officer of the Stop the War coalition, I can hardly not give way to her.",2013-06-13 00:00:00
Jeremy Corbyn,Iraq War (10th Anniversary),,"The hon. Lady is right to highlight Iraq’s appalling human rights record during that period, but will she reflect on the fact that Britain was selling arms to Iraq throughout it? Even after Halabja, Britain took part in the Baghdad arms fair of 1989, and continued to supply weapons right up to the start of the Gulf war.",2013-06-13 00:00:00
Jeremy Corbyn,Iraq War (10th Anniversary),,"Absolutely. On something so fundamental as the deployment of armed forces, a free vote is the right thing to do. Many have said it is easy to   send other people’s sons and daughters off to die and then hide behind a veneer of party loyalty, but the issue is much bigger than that.",2013-06-13 00:00:00
Jeremy Corbyn,Points of Order,,"Further to that point of order, Mr Speaker. Would I be right in thinking that you could recall Parliament only at the request of the Prime Minister, and not necessarily as a result of a submission made by a delegation of Members from all parties? This matter needs to be cleared up well before the summer recess, in the event that the Government decide to send arms to Syria.",2013-06-04 00:00:00
Jeremy Corbyn,Social Media (Abusive Communications),,"Obviously, libellous or criminal messages on social media are illegal and wrong, and action can be taken on them. However, can the Attorney-General assure us that he will be cautious about proposing excessive controls on social media, which are an important form of free expression for many people of different opinions and views who want to communicate with each other? It is the modern form of communication, particularly for younger people in our society.",2013-06-04 00:00:00
Jeremy Corbyn,Mau Mau Claims (Settlement),,"I thank the Foreign Secretary for his statement, but I was a bit surprised when, towards the end of it, he said that the British Government “continue to deny liability” for what happened. It is very strange that the Government should arrive at a settlement with Leigh Day and offer compensation, and at the same time deny liability. Liability was well known in the 1950s. Fenner Brockway, Barbara Castle, Leslie Hale, Tony Benn and many other MPs raised the issue in Parliament during the 1950s. It is only the steadfastness of people in Kenya who stood for justice and against the use of concentration camps, torture, castration, and all the vile things that were done to Kenyan prisoners by the British forces that has finally brought about this settlement. I met many of those victims last year when they came here to go to court, and I pay tribute to them, and to Dan Thea and others who have organised the campaign that has finally brought this day about. There are serious lessons to be learnt. When we deny rights and justice, when we deny democracy, when we use concentration camps, our actions reduce our ability to criticise anyone else for that fundamental denial of human rights. That lesson needs to be learnt not just from Kenya, but from other colonial wars in which equal brutality was employed by British forces.",2013-06-06 00:00:00
Jeremy Corbyn,Iraq War (10th Anniversary),,"Does the hon. Lady not agree, then, that one lesson we can learn, and perhaps agree on in this debate, is the need for a war powers Act that would mean Parliament must be consulted and must vote specifically on any military action undertaken on our behalf?",2013-06-13 00:00:00
Jeremy Corbyn,Student Visas,,"I appreciate that, and I am grateful to my hon. Friend. He will be aware that I represent the constituency that includes London Metropolitan university. Although things have moved on a long way and some overseas students are now being recruited, will he express regret about how that university has been treated and the damage that was done to Britain’s international reputation by the Home Office’s handling of the situation?",2013-06-06 00:00:00
Jeremy Corbyn,Student Visas,,Will my hon. Friend give way?,2013-06-06 00:00:00
Jeremy Corbyn,Student Visas,2017-05-01 14:26:00,"I am pleased that we are having this debate, as it will enable us to draw attention to a number of issues relating to overseas students in this country. We should start from the premise that the students who come here to study and work are a big help to our economy, to local economies and to the experience of UK students in our higher education institutions. London First, in calling for the removal of students from the UK migration target, states: “Taking students out of the migration target would be the strongest positive message that the government could send out but, if this remains too politically difficult, then a more measured and consistent approach to addressing applications for visas would be a good first step.” Many of us have met students in other countries who are considering coming to the UK to study, and discovered that they are put off by a number of factors. One is the complication and cost of applying for a visa, as well as the delays that often occur in that process. I know that the Minister is aware of those problems, and I look forward to hearing his response to this point. Those students are also put off by the image that has been created by the treatment of overseas students here. I am not going to defend the bogus colleges that purported to teach the English language to people in London and other cities. They often short-changed their students, many of whom ended up as victims of a particularly nasty system. It is right to prosecute those who were perpetrating that fraud against those students, but we should have more sympathy with those genuine students who came here thinking that they were going to be taught English only to find that their college was a   sham. They lost out, and some of them were deported even though they had done nothing wrong. Behind every statistic lies a human story, and we should look at the human story as well as the overall statistics when we deal with these issues. The National Union of Students has pointed out in its advice on this debate that, following a perception study, 40% of respondents to an NUS survey of 909 international students carried out last year said that they would not advise a friend or relative from their home country to come to the UK to study. We cannot afford that perception to be spread abroad. This debate is therefore important, and the Minister’s response to it and the way in which he handles this issue are possibly even more important. It we want to remain a place to which students want to come, we will have to ensure that they are treated properly and that they are allowed to work at the end of their course, particularly if they pursued a semi-vocational or professional qualification. If they cannot complete a period of work at the end of their course, the prospect of studying here will be less attractive and the prospect of studying elsewhere will become more so. The UK loses out as a result. As I said in a couple of interventions, I represent a constituency that includes London Metropolitan university, which has been put through the mill in media treatment and with funding problems like no other university in this country, so I would like to say a few things in its support. As a university, it is an amalgamation of many institutions, as most of them are, and it has given many people the huge opportunity to become the first in their family history to get into higher education. It has an unprecedented record of bringing in students from minority ethic communities and diverse backgrounds, and it should be applauded and complimented for that. Although the name is relatively new, London Metropolitan university is an amalgamation of a number of local institutions in north-east London that started serving the community in 1848. It is not exactly a Johnny-come-lately, although of course the situation has changed a great deal. Two things have happened. First, the Higher Education Funding Council for England decided some years ago to fine the university a great deal of money, but after a lot of representations, that money is now being repaid and the university is coping with that. Secondly, on 29 August last year, it had revoked its tier 4 licence and highly trusted status required to recruit non-European Economic Area students. That placed 2,000 international students at risk, including the current student union president and members of the student union executive. A survey done by the United Kingdom Border Agency claimed that there was a lack of attendance and monitoring, insufficient English language testing and overstaying of student visas. The students concerned were told that they had 60 days to find another institution or they would have to return to their own country. That resulted in a great deal of debate, including an urgent question in this Chamber and statements from the Government. The university sought High Court action against UKBA and was granted a hearing last September, when Mr Justice Irwin granted an order allowing all current international students to stay at the university until the end of the academic year 2013; judicial reviews are still continuing. Since then, there has been a great deal of discussion and negotiation between UKBA and the university, and procedures have been put in place. My concern was that a lot of wholly innocent international students were put under a great deal of stress and pressure. The university was not allowed to recruit international students for the forthcoming academic year, and that obviously has an impact on the local economy and on the university itself. I hope that the Minister can provide us with some hope—if not here today, perhaps by correspondence—that the negotiations will result in the revocation of the original ban on recruitment and that a number of overseas students can be recruited in the forthcoming academic year. I would be grateful if the Minister would answer some brief questions. A number of students who transferred to other institutions last September—nine months ago—still await a decision on their visa applications even though they were submitted in good time. Two additional cases, where students who completed their studies in February 2013 and put in applications for visa extensions, are still pending and have not been answered. That is a very long time to wait. In addition, there are many students who are no longer in contact with the London Met university, yet the Home Office was supposed to establish a casework team in Sheffield to deal with applications from both current and former students of London Met. I would be grateful if the Minister would explain exactly what has happened about that; is the Home Office still in touch with those students? I want London Met to be a successful university. I want it to be able to recruit international students as it did before, and I want those students to benefit from the experience of living in north and east London while they are studying there. I also want to highlight all that they bring to the university and all that they—and, indeed, the local economy—gain from it. The damage done to the international reputation of higher education by the handling of London Met is pretty serious indeed, on top of all the other problems that the Select Committee has rightly pointed out. I hope that the Minister will be able to tell me how many students have actually been removed from the country as a result of the decisions concerning London Met. The Home Office uses the words “probationary licence granted” for the restoration of tier 4 status, but there is nothing in legislation that talks about probationary licences. An institution either has tier 4 status grade A or a most-trusted status, which we obviously hope will be restored. I do not know where the word “probationary” comes from. Is a new point of law being introduced? Finally, will the Minister provide assurances that the 20 London Met students who submitted passports nine months ago and who now wish to leave the country will receive an answer in the next 28 days? In all fairness, those students spent a great deal of money coming to this country, many of them are from poor families who scrimped and saved to send them here, and they had to go through a dreadful experience. We want to move on. We want international students back at the university and the university to be thriving and providing good-quality education. That is the message I want to give. Our local community benefits from that university, and it frequently benefits from the community when community events and many other things are held there. We want it to be a good place of learning. Every colleague who represents   a constituency with a university or a higher education institution in it wants that for those institutions. It is up to the Minister to ensure that we continue to recruit overseas students and that they benefit from their learning experience in this country.",2013-06-06 00:00:00
Jeremy Corbyn,Student Visas,,I am grateful for that information and look forward to receiving the Minister’s letter. Does this mean that students who started their second year last September will now be able to complete the third year of a three-year degree course and that we are back on track towards getting highly trusted status restored in a year’s time?,2013-06-06 00:00:00
